Subj_idx,Stimulus,Response,Confidence,RT_dec,Dot_diff,Stim_duration,Condition,Stim_ref
1,1,1,1.26367255165827,2.27292129381749,-1937,1.4,1,1239
1,2,1,0,0.864052237366195,-363,0.2,1,998
1,1,1,33.9364994666567,3.36726267592485,-7941,3.05,1,876
1,1,1,39.3775993729103,4.00153601362535,-8264,3.6,1,1007
1,2,2,1.2188752351313,3.33372051355309,2462,2.75,1,846
1,1,1,14.4567554000548,3.35329222439304,-7579,3,1,1120
1,1,1,1.25445162268154,4.12008383267948,-3894,3.65,1,986
1,2,2,2.94644738001233,1.95395712651089,4949,1.55,1,1042
1,1,1,0.806929455102374,3.34192079706145,-1019,3,1,891
1,1,1,27.7381796283872,2.31550183189711,-1587,1.9,1,1003
1,2,2,2.21965555319789,4.48716176469725,5130,3.8,1,970
1,2,1,-0.868051449745543,1.42839414144828,979,0.7,1,1086
1,1,1,-0.299975162303908,2.7925076668721,-3872,2.5,1,920
1,1,1,1.45021629093343,2.51584662854111,-5617,2.05,1,928
1,2,2,6.03000880828146,2.67675329298709,6428,2.4,1,1019
1,1,1,4.52245414640199,2.58154038883004,-5611,2.3,1,926
1,2,2,1.20183306445212,3.49917187810615,8111,3.1,1,969
1,2,2,1.32197565953698,2.51408247085283,4201,2.15,1,1112
1,2,2,0.421284904168597,2.85258022724111,3097,2.35,1,856
1,2,1,0.830315486258011,3.76780682004119,11316,3.3,1,1005
1,2,2,30.1065270411584,2.58202160272094,5283,2.2,1,943
1,1,1,33.9364994666567,4.23901726798385,-9598,3.8,1,1026
1,1,1,46.6500393955779,3.23057271197604,-4671,2.9,1,977
1,1,1,44.7120839334429,4.2903971876699,-9579,3.9,1,951
1,2,1,0.421284904168597,1.3865144572369,535,0.7,1,794
1,1,2,1.33221985386964,3.58927851932731,-81,2.95,1,944
1,2,2,-0.353673159246461,3.18223960053092,4026,3.2,0,1000
1,1,1,24.6235647861636,2.40155085178685,-5397,2.45,0,1011
1,2,2,0,3.61366823395974,4712,3.65,0,976
1,1,2,-0.353673159246461,3.67275725295758,853,3.7,0,1057
1,2,2,37.8364525341676,2.02906872062795,5469,2.05,0,1067
1,1,1,0.587628416239962,3.50233833002039,-6855,3.55,0,1127
1,1,1,0.427572506833408,3.88008302332537,-5937,3.9,0,1046
1,2,2,22.1954595286789,2.47037939360598,5239,2.5,0,1050
1,2,2,38.8533743403533,3.95663210098382,10434,4,0,1068
1,1,1,8.07023217791808,4.27589948289324,-6060,4.3,0,1065
1,2,2,-3.05869757409582,4.02860862032685,8778,4.05,0,919
1,1,1,40.6893741751795,3.70221716147717,-7995,3.75,0,823
1,2,2,12.211508376476,6.66919110906747,14872,6.7,0,1082
1,1,1,2.108095312357,2.57630509840374,-2900,2.6,0,951
1,1,1,39.3191091820341,3.15610156340244,-4944,3.2,0,1015
1,1,1,1.58017247280001,4.80295097600492,-9810,4.85,0,1176
1,1,1,6.14662565964667,3.60696496258515,-5945,3.65,0,778
1,2,2,-0.299975162303908,4.65274948784872,6515,4.7,0,970
1,2,2,-0.384529659584506,4.91631863456041,9355,4.95,0,1064
1,1,1,33.6900675259798,4.02322524153078,-7548,4.05,0,1028
1,2,2,1.29216688624993,9.50566137438909,15899,9.55,0,942
1,2,2,0.885946593854241,3.67124147318873,6791,3.7,0,1027
1,2,2,12.5754654997444,3.59023273626872,9333,3.6,0,1082
1,2,1,11.445063778921,2.70182949251739,2138,2.75,0,883
1,1,1,34.894963634962,1.85066270278594,-5272,1.9,0,1013
1,2,2,30.4655449194599,3.43508304385205,5630,3.45,0,991
1,1,1,39.1605076884825,2.51602550756206,-5794,2.55,0,959
1,2,2,1.45944935499227,4.82051454990233,9452,4.85,0,763
1,1,1,20.2248594311681,3.72084491892656,-1496,3.75,0,910
1,1,1,49.784529688165,1.75061068124751,-7914,1.8,0,848
1,2,2,0.367275607338095,4.79399412221119,5079,4.8,0,829
1,1,1,26.565051177078,1.68435975679495,-5389,1.7,0,1149
1,1,1,25.3079787612635,3.45216335114901,-8567,3.5,0,1031
1,1,1,35.5873705631338,9.31775072240725,-13514,9.35,0,1006
1,1,1,0.868051449745543,7.54228084240867,-15134,7.55,0,784
1,2,1,2.90381886509628,4.43847353440879,6649,4.45,0,1010
1,2,2,36.3268259521202,4.8724636567681,10991,4.9,0,1155
1,2,1,1.73570458892839,9.5142572444538,10329,9.55,0,1056
1,2,2,12.4142926460856,1.98664448175805,5664,2,0,1006
1,1,1,23.8752808539275,1.96433357594424,-2951,2,0,1204
1,1,1,19.2495258726817,1.56304605753576,-1977,1.6,0,984
1,1,1,24.5582034415834,2.04341335188201,-1225,2.05,0,928
1,2,2,32.9694039034621,3.26362134419696,2578,3.3,0,1124
1,2,2,40.4711757630675,6.71354166972105,10195,6.75,0,998
1,1,1,3.23100990036821,4.10491459846344,-9715,4.15,0,1076
1,1,1,45,1.73886771339221,-6902,1.75,0,993
1,1,1,47.2679545359058,2.12106121592024,-5709,2.15,0,960
1,1,1,42.9649655431401,1.77562031432262,-4782,1.8,0,996
1,1,1,38.9909940425055,1.29386949338505,-3476,1.3,0,999
1,1,1,0.364936335730645,2.42986476159558,-5048,2.45,0,1070
1,2,2,0.855097396266723,1.73621678495192,3200,1.75,0,984
1,2,2,0.437363867520732,2.68157129677911,5322,2.7,0,1105
1,2,2,41.7107573215082,3.04366759468712,7037,3.05,0,1153
1,1,1,0.437363867520732,3.00731644519874,-1991,3.05,0,1044
1,2,2,41.1465195463979,1.71952326688188,4405,1.75,0,850
1,2,2,36.7998539405012,2.26729422901099,4791,2.3,0,999
1,1,1,19.7369014955009,4.60294898194343,-7908,4.65,0,1164
1,2,2,-0.358093959323571,4.28092715635739,5386,4.3,0,1020
1,1,1,22.0272786691713,2.3638299581894,-6471,2.4,0,1145
1,1,1,1.20183306445212,4.51826266829994,-12016,4.55,0,881
1,2,2,3.01278750418334,2.72465562856041,3655,2.75,0,1128
1,1,1,2.2369790634377,3.26387324104735,-2655,3.3,0,1091
1,2,2,2.0700306530411,3.01821838841124,4428,3.05,0,1016
1,2,2,18.1594904667868,2.52429998187745,5394,2.55,0,1082
1,2,2,1.8476102659946,5.52117546389809,10009,5.55,0,831
1,2,2,11.1363094311817,4.55262327550327,2868,4.6,0,870
1,1,1,20.2064185629561,2.30194074940346,-2682,2.35,0,1064
1,1,1,40.2625566519899,1.23667131361117,-3136,1.25,0,1005
1,2,2,0.914216760448994,3.20471765559387,9909,3.25,0,936
1,2,2,0.343084399523529,2.61689773339731,5313,2.65,0,1017
1,2,2,0.836375325422415,5.07049534240059,5676,5.1,0,898
1,1,1,37.6780917130263,1.65915863519422,-5948,1.7,0,999
1,1,1,40.5526151499095,3.38846893047366,-8956,3.4,0,965
1,2,2,44.0530485532265,3.1713259275466,6144,3.2,0,1049
1,2,2,0.931556598077485,4.1715693203123,9257,4.2,0,1122
1,1,1,1.38871658955132,3.1226854960787,-7289,3.15,0,1037
1,1,1,26.9457484285048,7.93061341428438,-12847,7.95,0,821
1,1,1,0,3.02582895763953,-2297,3.05,0,1126
1,2,2,-0.830315486258011,2.85401008643112,5843,2.9,0,838
1,2,2,1.61353893288118,2.01752427916108,5891,2.05,0,1069
1,1,1,-0.734521034254816,3.27978848875364,-4973,2.9,1,1008
1,2,2,0.333111243921367,2.62904009998465,3665,2.25,1,973
1,1,1,-0.360346063387231,3.23807917947897,-8998,2.9,1,1066
1,1,1,2.40260946898604,3.74170602493859,-4741,3.4,1,1091
1,2,1,2.16925758972851,2.5486137462367,2002,2.1,1,1057
1,1,1,0.861525734567259,4.22139269927266,-7488,3.65,1,966
1,2,2,1.95250904939961,3.04299753146961,7044,2.7,1,1036
1,1,1,0.830315486258011,3.38107888095601,-4605,2.95,1,1122
1,1,1,1.04162667600997,4.16878555220546,-7803,3.7,1,1000
1,1,2,-0.609506576675196,2.99229324664248,1174,2.65,1,1000
1,2,2,2.92497794915637,2.36595744556098,3178,2,1,1060
1,1,NaN,NaN,NaN,NaN,1.9,1,1149
1,2,2,NaN,1.19433006287727,2523,1.2,1,977
1,2,2,17.7582584826427,3.90912359250069,5919,3.55,1,1028
1,2,1,-1.94148639091438,1.00210608053794,367,0.45,1,1083
1,2,2,28.1237353832888,3.56015114984029,7308,3.2,1,977
1,2,2,18.2994980598604,2.9340437860651,5796,2.6,1,924
1,2,1,0.725224299059252,3.34528313616556,4300,3,1,985
1,2,2,1.95250904939961,2.4059222445153,5212,1.85,1,974
1,1,1,0,4.15705314114484,-10622,3.85,1,1064
1,2,1,0.881403996582138,3.38133077780731,4131,2.9,1,1059
1,2,2,-0.753848333070767,3.55290039136389,10881,3.2,1,979
1,2,2,0.409248608034939,3.01458303886739,-187,2.4,1,1028
1,2,1,-0.360346063387231,3.0967802949217,687,2.6,1,760
1,1,2,NaN,1.71234464650297,-351,1.75,1,957
1,2,2,0.790236502429188,3.14914463571131,3088,2.8,1,1017
1,1,1,-0.698694382983471,4.339185121019,-6441,3.8,1,1156
1,2,1,0.424405419361475,2.52598848253683,1013,2.1,1,1020
1,1,1,17.168172435182,3.54514759865197,-6973,3.05,1,897
1,1,2,0.335059218609124,2.66073482328829,-3151,2.25,1,1047
1,1,1,NaN,1.47953536027717,-2621,1.5,1,995
1,1,1,-0.421284904168597,1.65447992244253,-1947,1,1,805
1,1,1,15.5663178248568,1.2926551687533,-553,0.75,1,914
1,2,2,1.24536426676835,1.23271368858514,3673,0.85,1,965
1,1,1,1.28252708271018,3.62488776074542,-5526,3.25,1,902
1,1,2,0,4.21145025139867,-3572,3.55,1,1174
1,2,1,0.818455461688614,3.03372485356886,5417,2.6,1,1193
1,1,1,6.47395596867231,1.47129607527677,-1246,1.05,1,936
1,1,1,1.54815769897797,2.57345505708599,-3231,2.15,1,963
1,2,2,0.358093959323571,4.14440346192441,5064,3.8,1,809
1,1,1,25.5744447721001,4.37043235352667,-8906,3.85,1,838
1,2,2,13.9564443837118,3.31570446370552,6304,2.95,1,1073
1,2,2,-0.836375325422415,2.37485183831996,3413,1.95,1,980
1,2,2,1.18730731572883,2.80891292579872,-2432,2.3,1,948
1,1,1,0.812651594253737,4.18171029457608,-8967,3.85,1,860
1,2,1,0,1.52165873049853,384,1,1,853
1,1,1,24.2277453179542,3.93371271325486,-7024,3.5,1,879
1,1,1,2.92497794915637,1.36434958708196,-3573,0.9,1,1148
1,1,1,32.2579713418151,3.76385066123657,-4697,3.4,1,1105
1,1,1,19.2495258726817,1.57075398387042,-3456,1.1,1,1052
1,1,1,23.7820304232214,2.11582533900491,-4612,1.75,1,858
1,2,2,1.60226134627098,2.86194967576012,6259,2.4,1,1078
1,1,1,3.41658819177134,3.32476248678176,-8836,2.85,1,1086
1,2,2,0,2.84091584885664,2341,2.35,1,969
1,1,1,2.43664824681013,2.99277299431196,-3783,2.6,1,753
1,1,2,1.99787985647667,0.870773396643017,317,0.2,1,1172
1,2,NaN,NaN,NaN,NaN,2.75,1,855
1,2,2,18.0434120053313,4.36649496235623,13013,3.95,1,915
1,2,2,1.59114027119459,3.37187306275428,7399,2.95,1,895
1,2,2,3.67823872199339,2.37101268398874,2989,1.85,1,1014
1,1,2,0.888235495239771,3.32716855623585,-3043,2.85,1,1063
1,1,1,20.9557767306322,3.9261355738754,-11325,3.5,1,1182
1,1,2,1.97493401088198,2.84568018894333,-3201,2.25,1,1036
1,1,2,1.25445162268154,3.22782354669653,1302,2.5,1,972
1,2,2,NaN,2.03901116850193,6408,2.05,1,982
1,1,2,15.5050441823123,3.65559249130365,-3881,2.95,1,1039
1,2,2,10.7625372231425,1.25051244440783,1388,0.75,1,1133
1,2,2,NaN,1.05341063643937,4489,1.1,1,1206
1,2,2,20.513319068284,3.03618165428543,1703,2.6,1,926
1,1,NaN,NaN,NaN,NaN,0.7,1,1088
1,1,1,2.92497794915637,1.1811566493443,-1762,0.75,1,1122
1,2,2,0,3.23069998000028,4714,2.5,1,898
1,2,2,0,3.7035968758928,4932,3.2,1,915
1,1,2,0,3.98724328661137,-3899,3.25,1,1130
1,2,2,-0.690277197865079,3.69270666245211,7220,2.95,1,1261
1,2,2,0.824342820845153,4.10033089686385,9063,3.75,1,1115
1,1,1,0.801287330107014,1.80646814809825,-4645,1.25,1,983
1,2,2,0.824342820845153,2.33080331929068,5481,1.85,1,1057
1,2,2,1.26367255165827,3.53890296135705,7792,3.15,1,1007
1,1,1,15.887168502764,3.70210954082086,-8423,3.25,1,868
1,1,1,36.940896097129,2.62131604521346,-7505,2.65,0,1105
1,2,2,0,2.57459313820073,2895,2.6,0,879
1,1,1,38.6598082540901,1.4177358842453,-5640,1.45,0,930
1,1,1,41.2277163906202,2.20155237665767,-3411,2.25,0,1011
1,1,1,43.451842301022,2.58295939798154,-7492,2.6,0,1050
1,1,1,52.5761548956891,1.73520919754901,-3901,1.75,0,1054
1,2,2,4.20535700170859,2.10536590143602,4165,2.15,0,1066
1,2,2,-1.02303018866784,3.18351931864072,2634,3.2,0,1134
1,2,2,28.6104596659652,1.65769417317733,6073,1.7,0,877
1,2,2,1.19348942398203,2.0799181613811,3381,2.1,0,912
1,2,2,36.5524727520915,1.51212506517368,3215,1.55,0,940
1,2,2,26.565051177078,2.07984074488741,6770,2.1,0,949
1,1,1,2.23117460803125,3.10236102712952,-8135,3.15,0,968
1,2,2,40.3800765183396,2.55524546600373,8417,2.6,0,798
1,2,1,-0.54565759341572,3.93735363444011,4749,3.95,0,955
1,1,1,0.744059202888709,2.96965302748413,-5465,3,0,887
1,1,1,18.0434120053313,2.15656840832253,-4557,2.2,0,1101
1,2,2,-0.421284904168597,2.28543344146237,4416,2.3,0,1164
1,1,1,0.881403996582138,2.02033267979004,-2872,2.05,0,1075
1,1,1,1.17714488598206,3.56769485936911,-3889,3.6,0,1090
1,1,1,1.33221985386964,2.47732547125815,-5490,2.5,0,1064
1,2,2,32.1957339347133,3.9188856951323,5027,3.95,0,843
1,1,1,45.6030911943805,1.83375511637951,-4851,1.85,0,792
1,1,1,10.5460340130902,2.5259198633712,-7415,2.55,0,965
1,2,2,19.9106261310714,4.33602336101376,8645,4.35,0,1109
1,2,2,36.0604349968485,2.93637742417741,7579,2.95,0,981
1,2,2,25.039784319676,2.45794524894427,5227,2.5,0,1073
1,1,1,-0.40348473505875,1.91907425121553,-3860,1.95,0,839
1,1,1,1.71835800165546,1.20727474585965,-5088,1.25,0,989
1,2,2,0.758840124268547,6.16741492836354,7861,6.2,0,945
1,2,2,1.69464706853716,3.40225199890028,6506,3.45,0,1083
1,1,1,0.606281915517351,1.43968023468915,-4625,1.45,0,962
1,1,1,20.456313763278,2.60189770113993,-7954,2.65,0,1060
1,1,1,33.9364994666567,2.42931287582905,-9329,2.45,0,985
1,1,1,27.336664855814,3.00424089901662,-5599,3.05,0,885
1,1,1,0.424405419361475,1.57977564465364,-5293,1.6,0,1195
1,2,2,9.10460086540218,2.41451400916048,6910,2.45,0,945
1,2,2,35.2382252249578,1.99170617156051,5593,2,0,916
1,2,2,46.7899106082461,4.51429947163251,7067,4.55,0,955
1,2,2,2.67186459327259,2.36529295398486,5236,2.4,0,958
1,1,1,1.45944935499227,3.86318775317977,-1585,3.5,1,986
1,2,2,22.1902888961225,1.93316639912973,6248,1.6,1,1038
1,1,1,23.2557149010147,1.67259655508315,-141,1.35,1,815
1,1,1,NaN,2.15871935523774,-5130,2.2,1,1078
1,1,1,27.7185016281834,2.21755882333946,-1365,1.65,1,1174
1,2,2,2.75542470050276,3.97175031069219,5714,3.55,1,967
1,2,2,3.16388361888075,3.46399927744551,4832,3,1,867
1,2,2,36.7028550301631,4.36359917492791,10786,3.95,1,1015
1,1,1,4.03341107277019,3.43806240590493,-4581,2.45,1,954
1,1,1,NaN,2.10612012576712,-290,2.15,1,952
1,2,2,2.19057386403822,3.39891634502692,3302,2.9,1,954
1,1,1,0.636593575963487,3.32245641363443,-3070,2.4,1,1026
1,2,1,0,4.07050296675243,-3052,3.65,1,933
1,1,1,0,3.58360218947837,-6329,2.9,1,866
1,2,2,NaN,1.67069545230879,1757,1.7,1,1043
1,1,1,0,4.16526838011305,-9110,3.4,1,848
1,2,2,25.3644171955529,2.16424407778413,4940,1.7,1,1021
1,2,2,29.3100070709161,3.45646172604756,5649,2.9,1,1009
1,2,2,34.8544555661037,2.892581388488,5773,2.3,1,1022
1,2,2,41.5663696375495,3.93403088331615,5527,3.5,1,925
1,1,1,33.0238675557966,2.96860233316875,-2489,2.5,1,1133
1,1,1,-0.790236502429188,2.44336103709975,-3946,2.15,1,1046
1,2,2,2.99313200597907,2.89154330367819,3999,2.5,1,1015
1,2,2,4.20535700170859,3.82042686985733,9991,3.5,1,999
1,1,1,11.4372562189076,2.10064290879563,-5625,1.65,1,967
1,1,1,1.64834450489613,3.2428511439166,-10059,2.95,1,946
1,2,2,3.20202058332214,2.26838509779373,895,1.7,1,860
1,2,2,-0.842524260740415,2.35398222822278,1449,2,1,892
1,2,2,1.62497635752477,1.2659579147512,380,0.8,1,1057
1,2,2,0.415179541144864,2.47286962417274,1369,2.15,1,1063
1,1,1,0.59993388025395,3.99022235541997,-4537,3.35,1,1090
1,1,1,4.13467137373642,2.72267886875761,-3615,2.25,1,951
1,2,2,9.51253760227898,2.42022758103394,5900,2,1,855
1,1,1,4.69868051729944,2.64639312447707,-6674,2.25,1,811
1,1,1,7.88313931672973,3.03999412338453,-4717,2.6,1,975
1,1,1,0.308038857399862,3.69679800687663,-6697,3,1,1055
1,2,2,2.96823402987172,1.28569384239745,1599,0.85,1,1025
1,1,1,0.43405063213941,3.30377206003595,-5871,2.85,1,874
1,1,1,NaN,1.25203731474994,-5355,1.3,1,1023
1,2,2,2.88296345253954,2.76289585780705,6475,2.45,1,948
1,2,2,1.44109929212214,2.1519404268347,4287,2.2,0,776
1,1,1,32.8631755447077,1.11704992718751,-2850,1.15,0,999
1,1,2,28.2542494616799,1.41125137311701,-1065,1.45,0,1100
1,2,2,3.94518622903756,1.5737139917992,-288,1.6,0,1106
1,2,2,15.8261540761726,2.08858587629948,6453,2.1,0,965
1,1,1,35.1747229578515,2.00727890992857,-3657,2.05,0,957
1,2,2,24.7751405688319,2.19079353666075,6213,2.2,0,1141
1,2,2,0.609506576675196,2.50622674939223,4185,2.55,0,978
1,2,2,61.9051580986356,1.04322157011211,3383,1.05,0,1211
1,2,2,30.547571748907,2.35284444035187,4979,2.4,0,865
1,1,2,0,3.46766101897629,-4882,3.5,0,962
1,1,2,2.20259816176581,3.75695267564879,-6673,3.8,0,1027
1,1,1,1.08776384038409,1.99256918952506,-356,2,0,956
1,1,1,39.4910503017839,1.56708520447592,-6647,1.6,0,999
1,2,1,44.4645410144355,2.59220744336108,4956,2.6,0,1053
1,2,2,5.03193422282921,2.18254662730942,6641,2.2,0,1049
1,2,2,1.03535318654494,1.81533556238173,2159,1.85,0,897
1,2,1,21.1516913834648,2.13074560881341,1386,2.15,0,1055
1,1,1,20.2656974709475,2.3709634189463,-3839,2.4,0,978
1,1,1,32.9052429229879,2.63739199079464,-4080,2.65,0,947
1,1,1,52.9575252269171,2.05931071168652,-7263,2.1,0,1215
1,1,1,57.0305960965379,2.54285618771883,-5130,2.55,0,1050
1,1,1,48.5035316447845,2.32558415730091,-4386,2.35,0,1013
1,2,2,57.8287828714554,2.33643302329619,7774,2.35,0,1080
1,2,2,32.4397629031544,3.16869757891618,8162,3.2,0,905
1,1,1,55.1993294987125,4.64084670185184,-9428,4.65,0,802
1,2,2,44.4031905487708,4.5861041498174,10080,4.6,0,1126
1,2,2,0.812651594253737,6.31205034652703,8366,6.35,0,981
1,1,1,0.801287330107014,3.00718477851024,-6958,3.05,0,867
1,1,1,1.83283950594206,3.65467375692242,-5735,3.7,0,972
1,2,1,0,4.81227233245863,9385,4.85,0,1015
1,2,2,42.2499148250876,4.17985405817763,14400,4.2,0,1021
1,2,2,42.5804907833437,1.6509583516854,5315,1.7,0,1082
1,2,2,-0.725224299059252,1.92161022789151,5271,1.95,0,951
1,1,1,1.68468431789629,4.55708528071955,-7325,4.6,0,903
1,1,1,17.8053502145117,2.40175641603855,-6306,2.45,0,889
1,1,1,0.670095522224534,2.6845726521542,-5858,2.7,0,863
1,1,1,0.612765722264006,1.23881316995266,-2465,1.25,0,1204
1,1,1,28.4429286243634,1.72192141873984,-1304,1.75,0,925
1,2,2,36.7872198107141,1.97800433180419,557,2,0,1105
1,1,2,0.855097396266723,2.7413685007532,-2835,2.75,0,1127
1,2,1,0.384529659584506,3.94220242888423,4593,3.95,0,1027
1,1,1,26.7639940564386,2.14018279676475,-5234,2.15,0,880
1,1,1,0,2.68165311193752,-7158,2.7,0,1026
1,1,1,2.47420446817045,2.74246523442253,-1861,2.75,0,902
1,2,2,25.9940158039632,2.20151454814277,7327,2.25,0,1221
1,2,2,2.92497794915637,3.18020947026616,6121,3.2,0,1218
1,2,2,2.99034497516537,2.65406791420628,9704,2.7,0,1056
1,1,1,0.861525734567259,2.11654730646296,-2137,2.15,0,882
1,1,1,26.0418165948938,2.50199904636975,-6963,2.55,0,1085
1,1,1,18.323261285024,3.40764182906969,-8880,3.45,0,977
1,1,1,3.01278750418334,4.96246971519486,-10873,5,0,805
1,1,1,30.4257838019613,2.83806932647076,-4077,2.85,0,956
1,2,2,43.1118119932591,1.66657742265215,2175,1.7,0,1076
1,2,2,22.8684950246497,2.6711995392543,5255,2.7,0,861
