Subj_idx,Stimulus,Response,Confidence,RT_dec,DotDiff,Accuracy
1,1,1,4,0.451,4.45,1
1,0,0,4,0.489,4.45,1
1,0,0,5,0.367,4.35,1
1,1,1,4,0.34,4.35,1
1,0,1,2,0.801,4.25,0
1,0,0,3,0.508,4.35,1
1,1,1,5,0.502,4.35,1
1,1,1,4,0.456,4.25,1
1,0,0,3,0.831,4.25,1
1,0,0,4,0.297,4.15,1
1,1,1,3,1.369,4.15,1
1,1,1,5,0.578,4.05,1
1,0,0,5,0.367,4.05,1
1,0,0,4,0.507,3.95,1
1,1,1,4,0.369,3.95,1
1,1,1,5,0.453,3.85,1
1,1,1,5,0.351,3.85,1
1,1,1,5,0.313,3.75,1
1,1,0,4,0.557,3.75,0
1,0,0,5,0.267,3.85,1
1,0,0,5,0.196,3.85,1
1,1,1,4,0.911,3.75,1
1,1,1,4,0.262,3.75,1
1,0,0,5,0.182,3.65,1
1,1,1,4,0.206,3.65,1
1,0,1,3,0.338,3.55,0
1,1,0,4,0.273,3.65,0
1,1,1,5,0.393,3.75,1
1,1,1,5,0.287,3.75,1
1,1,1,4,0.849,3.65,1
1,1,1,4,0.48,3.65,1
1,1,1,4,0.469,3.55,1
1,1,0,3,0.643,3.55,0
1,0,0,5,0.379,3.65,1
1,1,0,4,0.546,3.65,0
1,0,0,4,0.571,3.75,1
1,0,1,2,0.973,3.75,0
1,1,1,4,0.553,3.85,1
1,1,1,5,0.324,3.85,1
1,1,1,4,0.3,3.75,1
1,1,1,6,0.287,3.75,1
1,1,1,5,0.274,3.65,1
1,1,1,5,1.247,3.65,1
1,0,0,4,0.326,3.55,1
1,0,0,4,0.274,3.55,1
1,1,0,3,0.308,3.45,0
1,0,0,5,0.302,3.55,1
1,0,0,5,0.277,3.55,1
1,1,1,4,0.33,3.45,1
1,1,1,4,0.439,3.45,1
1,0,0,5,0.6,3.35,1
1,0,0,4,0.221,3.35,1
1,1,0,2,0.258,3.25,0
1,1,1,4,0.295,3.35,1
1,0,0,4,0.196,3.35,1
1,0,0,4,0.353,3.25,1
1,1,0,4,0.21,3.25,0
1,1,1,4,0.342,3.35,1
1,1,1,3,0.3,3.35,1
1,1,1,4,0.303,3.25,1
1,1,1,4,0.538,3.25,1
1,0,1,4,0.404,3.15,0
1,0,0,3,0.481,3.25,1
1,1,1,4,0.303,3.25,1
1,1,1,5,0.241,3.15,1
1,0,1,4,0.4,3.15,0
1,1,1,5,0.237,3.25,1
1,0,0,5,0.37,3.25,1
1,1,1,3,0.485,3.15,1
1,1,1,4,0.423,3.15,1
1,1,0,4,0.239,3.05,0
1,1,1,5,0.253,3.15,1
1,1,1,4,0.461,3.15,1
1,1,1,3,0.169,3.05,1
1,1,1,4,0.213,3.05,1
1,0,1,3,0.452,2.95,0
1,1,1,4,0.299,3.05,1
1,0,1,3,0.694,3.05,0
1,0,0,3,0.563,3.15,1
1,1,1,4,0.62,3.15,1
1,1,0,4,0.431,3.05,0
1,1,0,4,0.647,3.15,0
1,1,0,4,0.709,3.25,0
1,1,0,4,0.393,3.35,0
1,1,1,4,0.551,3.45,1
1,0,1,4,0.413,3.45,0
1,0,0,4,0.462,3.55,1
1,1,1,5,0.502,3.55,1
1,0,0,5,0.388,3.45,1
1,0,0,5,0.281,3.45,1
1,1,1,5,0.437,3.35,1
1,1,0,5,0.474,3.35,0
1,0,0,4,0.445,3.45,1
1,0,0,4,0.253,3.45,1
1,1,0,3,0.318,3.35,0
1,1,1,3,0.52,3.45,1
1,0,0,4,0.305,3.45,1
1,0,0,3,0.197,3.35,1
1,1,1,4,0.335,3.35,1
1,1,1,4,0.528,3.25,1
1,1,0,4,0.293,3.25,0
1,1,1,5,0.53,3.35,1
1,1,1,4,0.317,3.35,1
1,0,1,3,0.219,3.25,0
1,0,0,4,0.389,3.35,1
1,1,0,4,0.24,3.35,0
1,1,1,4,0.315,3.45,1
1,0,1,4,0.203,3.45,0
1,1,1,4,0.287,3.55,1
1,0,0,4,0.969,3.55,1
1,1,1,5,0.221,3.45,1
1,1,1,5,0.469,3.45,1
1,1,0,4,0.944,3.35,0
1,1,0,4,0.584,3.45,0
1,1,1,4,0.275,3.55,1
1,1,1,5,0.216,3.55,1
1,1,1,3,0.708,3.45,1
1,0,1,4,0.371,3.45,0
1,1,1,4,0.451,3.55,1
1,0,0,4,0.313,3.55,1
1,0,0,4,0.452,3.45,1
1,1,1,4,0.389,3.45,1
1,1,0,4,0.527,3.35,0
1,1,1,4,0.455,3.45,1
1,1,1,4,0.276,3.45,1
1,1,1,4,0.588,3.35,1
1,1,1,4,1.923,3.35,1
1,0,0,4,0.197,3.25,1
1,0,0,4,0.269,3.25,1
1,1,0,4,0.243,3.15,0
1,0,0,4,0.229,3.25,1
1,0,1,3,0.47,3.25,0
1,1,0,4,0.252,3.35,0
1,1,1,5,0.23,3.45,1
1,0,1,4,0.289,3.45,0
1,0,0,5,0.293,3.55,1
1,1,0,4,0.364,3.55,0
1,1,1,4,0.268,3.65,1
1,0,0,4,0.453,3.65,1
1,0,0,4,1.028,3.55,1
1,1,1,5,0.235,3.55,1
1,1,1,5,0.239,3.45,1
1,1,1,4,0.21,3.45,1
1,1,1,5,0.167,3.35,1
1,1,1,4,0.514,3.35,1
1,0,1,4,0.268,3.25,0
1,0,1,4,0.49,3.35,0
1,1,1,6,0.238,3.45,1
1,1,1,4,0.159,3.45,1
1,0,1,5,0.242,3.35,0
1,1,1,5,0.193,3.45,1
1,0,0,4,0.38,3.45,1
1,1,1,4,0.318,3.35,1
1,1,1,4,0.436,3.35,1
1,1,1,3,0.841,3.25,1
1,1,1,4,0.598,3.25,1
1,1,1,5,0.312,3.15,1
1,1,1,5,0.253,3.15,1
1,1,1,4,0.355,3.05,1
1,0,0,5,0.283,3.05,1
1,1,1,5,0.252,2.95,1
1,0,1,4,0.236,2.95,0
1,0,1,5,0.289,3.05,0
1,1,0,5,0.401,3.15,0
1,1,0,5,0.362,3.25,0
1,1,1,5,0.228,3.35,1
1,1,1,5,0.209,3.35,1
1,1,1,5,0.179,3.25,1
1,1,1,4,0.428,3.25,1
1,0,1,4,0.44,3.15,0
1,0,0,5,0.331,3.25,1
1,1,1,3,0.752,3.25,1
1,0,1,4,0.267,3.15,0
1,0,0,4,0.285,3.25,1
1,1,1,4,0.251,3.25,1
1,1,1,4,0.499,3.15,1
1,0,0,4,0.353,3.15,1
1,0,1,3,0.287,3.05,0
1,1,1,4,1.005,3.15,1
1,1,1,5,0.199,3.15,1
1,0,0,5,0.238,3.05,1
1,0,0,4,0.46,3.05,1
1,1,1,4,0.303,2.95,1
1,1,1,4,0.251,2.95,1
1,1,1,4,0.443,2.85,1
1,1,1,4,0.228,2.85,1
1,1,0,3,0.518,2.75,0
1,0,0,5,0.652,2.85,1
1,0,1,4,0.526,2.85,0
1,1,1,4,0.392,2.95,1
1,1,1,4,0.44,2.95,1
1,0,0,4,0.211,2.85,1
1,1,1,4,0.315,2.85,1
1,0,0,4,0.316,2.75,1
1,1,1,4,0.313,2.75,1
1,1,0,4,0.605,2.65,0
1,1,1,4,0.444,2.75,1
1,1,1,4,0.377,2.75,1
1,1,1,5,0.705,2.65,1
1,1,1,5,0.158,2.65,1
1,1,1,4,0.29,2.55,1
1,0,1,4,0.216,2.55,0
1,1,1,5,0.183,2.65,1
1,0,0,4,0.3,2.65,1
1,0,0,4,0.702,2.55,1
1,1,1,4,0.389,2.55,1
1,1,1,4,0.188,2.45,1
1,1,1,5,0.326,2.45,1
1,1,1,5,0.267,2.35,1
1,1,1,3,0.193,2.35,1
2,1,0,1,0.922,4.15,0
2,0,0,1,1.726,4.25,1
2,0,0,1,0.892,4.25,1
2,0,0,2,1.223,4.15,1
2,1,1,2,0.564,4.15,1
2,0,1,1,1.875,4.05,0
2,0,0,2,0.706,4.15,1
2,0,0,2,1.18,4.15,1
2,1,1,1,0.565,4.05,1
2,1,1,1,0.782,4.05,1
2,0,0,1,0.88,3.95,1
2,0,0,2,0.533,3.95,1
2,1,0,1,0.81,3.85,0
2,1,1,3,0.356,3.95,1
2,1,1,2,0.589,3.95,1
2,1,1,3,0.394,3.85,1
2,1,1,5,0.399,3.85,1
2,1,1,5,0.83,3.75,1
2,1,1,3,0.594,3.75,1
2,0,0,1,0.984,3.65,1
2,1,1,2,0.342,3.65,1
2,1,0,1,0.549,3.55,0
2,0,0,1,0.75,3.65,1
2,1,1,1,0.481,3.65,1
2,0,1,1,0.461,3.55,0
2,0,0,1,0.438,3.65,1
2,1,1,3,0.389,3.65,1
2,0,0,3,0.488,3.55,1
2,1,0,1,1.398,3.55,0
2,1,1,1,0.352,3.65,1
2,0,0,1,0.264,3.65,1
2,0,0,1,0.579,3.55,1
2,1,1,1,0.458,3.55,1
2,1,0,1,0.44,3.45,0
2,1,1,2,0.41,3.55,1
2,0,1,1,0.424,3.55,0
2,0,1,1,0.497,3.65,0
2,1,1,1,0.468,3.75,1
2,0,1,1,0.656,3.75,0
2,0,0,1,0.559,3.85,1
2,0,1,1,0.855,3.85,0
2,0,0,2,0.387,3.95,1
2,1,1,1,0.619,3.95,1
2,0,0,1,0.353,3.85,1
2,0,0,1,0.616,3.85,1
2,0,1,1,0.37,3.75,0
2,1,1,1,0.49,3.85,1
2,0,1,2,0.428,3.85,0
2,0,0,2,0.418,3.95,1
2,0,1,1,0.706,3.95,0
2,1,1,1,0.403,4.05,1
2,1,1,3,0.315,4.05,1
2,0,0,2,1.373,3.95,1
2,0,0,1,1.138,3.95,1
2,1,1,1,0.409,3.85,1
2,1,1,1,0.278,3.85,1
2,1,1,1,0.464,3.75,1
2,1,0,1,0.465,3.75,0
2,1,1,1,0.259,3.85,1
2,1,1,3,0.336,3.85,1
2,1,1,1,0.703,3.75,1
2,0,1,1,0.548,3.75,0
2,1,1,1,0.428,3.85,1
2,1,0,1,0.412,3.85,0
2,0,0,1,0.426,3.95,1
2,1,1,2,0.287,3.95,1
2,0,0,1,0.561,3.85,1
2,0,0,1,0.493,3.85,1
2,1,1,1,0.415,3.75,1
2,0,0,1,0.379,3.75,1
2,1,1,1,0.658,3.65,1
2,1,1,1,0.415,3.65,1
2,0,0,1,0.346,3.55,1
2,0,0,1,0.396,3.55,1
2,1,1,1,0.212,3.45,1
2,1,1,1,0.24,3.45,1
2,1,0,1,0.313,3.35,0
2,0,0,1,0.442,3.45,1
2,0,0,1,0.321,3.45,1
2,1,1,1,1.22,3.35,1
2,0,0,1,0.349,3.35,1
2,0,0,1,1.023,3.25,1
2,0,0,1,0.573,3.25,1
2,0,0,1,0.6,3.15,1
2,1,0,1,0.517,3.15,0
2,0,0,1,0.324,3.25,1
2,0,1,1,0.446,3.25,0
2,0,1,1,0.525,3.35,0
2,1,1,1,0.434,3.45,1
2,0,0,1,0.283,3.45,1
2,0,1,1,0.224,3.35,0
2,0,0,1,0.49,3.45,1
2,1,1,1,0.533,3.45,1
2,1,0,1,0.919,3.35,0
2,0,0,1,0.336,3.45,1
2,0,0,1,0.483,3.45,1
2,1,1,1,0.53,3.35,1
2,1,1,1,0.621,3.35,1
2,1,1,1,0.478,3.25,1
2,1,1,1,0.406,3.25,1
2,1,1,1,0.47,3.15,1
2,1,1,1,0.33,3.15,1
2,1,1,1,0.311,3.05,1
2,0,0,1,0.755,3.05,1
2,1,1,1,0.278,2.95,1
2,1,1,1,0.455,2.95,1
2,0,1,1,0.373,2.85,0
2,1,0,1,0.502,2.95,0
2,0,0,1,0.523,3.05,1
2,0,0,1,0.34,3.05,1
2,1,1,1,0.569,2.95,1
2,0,1,1,0.352,2.95,0
2,1,0,1,0.613,3.05,0
2,1,1,1,0.368,3.15,1
2,0,1,1,0.428,3.15,0
2,0,0,1,0.335,3.25,1
2,1,1,1,0.441,3.25,1
2,1,1,1,0.364,3.15,1
2,1,1,1,0.344,3.15,1
2,0,1,1,0.556,3.05,0
2,0,1,1,0.355,3.15,0
2,1,0,1,0.488,3.25,0
2,0,1,1,0.249,3.35,0
2,0,1,1,0.235,3.45,0
2,0,0,1,0.469,3.55,1
2,0,0,1,0.353,3.55,1
2,1,1,1,2.07,3.45,1
2,0,0,1,0.472,3.45,1
2,0,1,1,0.593,3.35,0
2,0,1,1,1.125,3.45,0
2,1,1,1,0.669,3.55,1
2,0,0,1,0.265,3.55,1
2,0,0,1,0.301,3.45,1
2,0,1,2,0.435,3.45,0
2,1,1,3,0.696,3.55,1
2,1,1,1,0.392,3.55,1
2,0,1,2,0.433,3.45,0
2,0,0,1,0.563,3.55,1
2,1,1,1,0.35,3.55,1
2,1,0,1,1.422,3.45,0
2,1,1,1,0.615,3.55,1
2,1,1,1,0.318,3.55,1
2,1,1,3,0.57,3.45,1
2,1,1,3,0.443,3.45,1
2,1,1,4,0.338,3.35,1
2,0,0,1,0.41,3.35,1
2,1,1,1,0.588,3.25,1
2,1,1,6,0.242,3.25,1
2,0,0,1,0.787,3.15,1
2,1,1,5,0.263,3.15,1
2,0,0,1,0.894,3.05,1
2,0,0,1,0.876,3.05,1
2,1,1,1,0.309,2.95,1
2,0,0,1,0.459,2.95,1
2,1,1,1,0.513,2.85,1
2,1,0,1,0.351,2.85,0
2,0,0,1,0.592,2.95,1
2,0,1,1,0.242,2.95,0
2,1,1,1,0.407,3.05,1
2,1,1,1,0.29,3.05,1
2,1,1,1,0.268,2.95,1
2,0,1,1,0.677,2.95,0
2,0,1,1,0.494,3.05,0
2,1,0,1,0.514,3.15,0
2,0,0,1,0.312,3.25,1
2,0,0,1,0.363,3.25,1
2,0,1,1,0.487,3.15,0
2,0,0,1,0.516,3.25,1
2,1,1,4,0.416,3.25,1
2,0,0,1,0.52,3.15,1
2,0,1,1,0.371,3.15,0
2,0,0,1,0.301,3.25,1
2,1,0,1,0.617,3.25,0
2,0,1,1,0.249,3.35,0
2,0,0,1,0.394,3.45,1
2,0,1,1,0.409,3.45,0
2,1,1,1,0.481,3.55,1
2,1,1,1,0.284,3.55,1
2,0,1,2,0.516,3.45,0
2,0,0,1,0.408,3.55,1
2,1,1,5,0.337,3.55,1
2,1,1,1,0.468,3.45,1
2,1,1,1,0.328,3.45,1
2,1,1,3,0.278,3.35,1
2,1,1,1,0.355,3.35,1
2,1,1,5,0.27,3.25,1
2,1,1,6,1.193,3.25,1
2,0,0,1,0.699,3.15,1
2,1,1,1,0.226,3.15,1
2,1,0,1,0.67,3.05,0
2,0,1,1,0.475,3.15,0
2,1,1,1,0.367,3.25,1
2,0,0,1,0.501,3.25,1
2,0,1,1,0.257,3.15,0
2,1,1,1,0.494,3.25,1
2,0,0,1,0.462,3.25,1
2,1,1,1,0.253,3.15,1
2,1,1,1,0.211,3.15,1
2,0,0,1,0.731,3.05,1
2,0,1,1,0.362,3.05,0
2,1,1,1,0.282,3.15,1
2,1,1,1,0.383,3.15,1
2,1,1,3,0.375,3.05,1
2,0,0,1,0.842,3.05,1
2,0,0,4,0.328,2.95,1
2,1,1,3,0.357,2.95,1
2,0,1,1,0.4,2.85,0
2,0,0,1,0.433,2.95,1
2,0,1,1,0.381,2.95,0
2,0,1,1,0.459,3.05,0
3,1,1,5,0.279,4.45,1
3,0,1,4,0.473,4.45,0
3,0,1,4,0.312,4.55,0
3,1,1,6,0.314,4.65,1
3,0,0,5,2.108,4.65,1
3,1,1,6,0.436,4.55,1
3,0,0,4,0.552,4.55,1
3,0,0,2,1.1,4.45,1
3,1,1,5,0.329,4.45,1
3,0,1,2,0.619,4.35,0
3,1,1,5,0.431,4.45,1
3,0,0,4,0.424,4.45,1
3,0,0,4,0.3,4.35,1
3,0,0,4,0.364,4.35,1
3,0,0,2,0.406,4.25,1
3,1,1,5,0.402,4.25,1
3,0,0,3,0.954,4.15,1
3,1,1,4,0.321,4.15,1
3,0,1,4,0.582,4.05,0
3,1,1,4,0.343,4.15,1
3,0,0,4,0.37,4.15,1
3,1,1,5,0.394,4.05,1
3,1,1,5,0.631,4.05,1
3,1,1,4,0.288,3.95,1
3,0,0,1,0.458,3.95,1
3,1,1,4,0.49,3.85,1
3,0,1,4,0.312,3.85,0
3,1,1,4,0.303,3.95,1
3,0,1,2,0.418,3.95,0
3,1,1,4,0.286,4.05,1
3,0,1,2,0.903,4.05,0
3,1,1,5,0.387,4.15,1
3,0,1,2,0.278,4.15,0
3,1,1,6,0.374,4.25,1
3,0,0,3,0.483,4.25,1
3,0,1,2,0.304,4.15,0
3,1,1,5,0.568,4.25,1
3,1,1,4,0.557,4.25,1
3,0,0,5,0.483,4.15,1
3,1,1,6,0.352,4.15,1
3,1,1,3,0.402,4.05,1
3,0,0,2,0.479,4.05,1
3,1,1,6,0.226,3.95,1
3,0,1,2,0.372,3.95,0
3,0,0,5,0.647,4.05,1
3,1,1,4,0.438,4.05,1
3,0,1,3,0.403,3.95,0
3,1,1,6,0.274,4.05,1
3,0,1,1,0.332,4.05,0
3,0,0,1,0.853,4.15,1
3,1,1,6,0.443,4.15,1
3,0,1,2,0.262,4.05,0
3,1,1,6,0.264,4.15,1
3,0,0,5,0.328,4.15,1
3,0,0,6,0.492,4.05,1
3,0,0,6,0.353,4.05,1
3,0,0,6,0.208,3.95,1
3,1,1,6,0.208,3.95,1
3,0,0,2,0.477,3.85,1
3,1,1,6,0.23,3.85,1
3,0,0,4,0.266,3.75,1
3,1,1,6,0.198,3.75,1
3,0,1,3,0.772,3.65,0
3,1,1,6,0.354,3.75,1
3,1,1,5,0.296,3.75,1
3,1,1,6,0.236,3.65,1
3,0,1,4,0.275,3.65,0
3,1,1,5,0.243,3.75,1
3,0,0,3,0.431,3.75,1
3,1,1,5,0.243,3.65,1
3,0,0,2,0.464,3.65,1
3,1,1,4,0.401,3.55,1
3,0,0,2,0.372,3.55,1
3,1,1,3,0.415,3.45,1
3,0,1,4,0.397,3.45,0
3,1,1,5,0.217,3.55,1
3,0,1,5,0.389,3.55,0
3,0,0,6,0.111,3.65,1
3,1,1,3,0.516,3.65,1
3,1,1,5,0.379,3.55,1
3,0,1,4,0.413,3.55,0
3,1,1,5,0.268,3.65,1
3,1,1,6,0.297,3.65,1
3,0,0,4,0.38,3.55,1
3,1,1,6,0.279,3.55,1
3,0,0,2,0.754,3.45,1
3,0,1,2,0.252,3.45,0
3,1,1,5,0.303,3.55,1
3,0,1,4,0.334,3.55,0
3,1,1,5,0.405,3.65,1
3,0,0,4,0.415,3.65,1
3,0,0,5,0.287,3.55,1
3,1,1,6,0.206,3.55,1
3,0,1,3,0.221,3.45,0
3,1,1,6,0.229,3.55,1
3,0,0,5,0.332,3.55,1
3,0,0,3,0.411,3.45,1
3,0,1,5,0.336,3.45,0
3,0,1,5,0.214,3.55,0
3,1,1,6,0.313,3.65,1
3,0,1,6,0.226,3.65,0
3,1,1,6,0.216,3.75,1
3,0,0,3,0.324,3.75,1
3,1,1,2,0.259,3.65,1
3,0,1,3,0.477,3.65,0
3,1,1,5,0.326,3.75,1
3,1,1,6,0.175,3.75,1
3,1,1,6,0.247,3.65,1
3,0,1,5,0.197,3.65,0
3,1,1,4,0.255,3.75,1
3,0,0,5,0.258,3.75,1
3,1,1,6,0.255,3.65,1
3,0,1,2,0.255,3.65,0
3,1,1,5,0.352,3.75,1
3,0,1,1,0.611,3.75,0
3,1,1,5,0.375,3.85,1
3,0,0,5,0.401,3.85,1
3,1,1,4,0.22,3.75,1
3,0,0,2,0.426,3.75,1
3,0,0,1,0.585,3.65,1
3,1,1,4,0.237,3.65,1
3,1,1,6,0.233,3.55,1
3,0,1,3,0.286,3.55,0
3,1,1,5,0.271,3.65,1
3,1,1,3,0.374,3.65,1
3,0,0,2,0.701,3.55,1
3,1,0,3,0.647,3.55,0
3,0,0,4,0.457,3.65,1
3,0,1,3,0.398,3.65,0
3,1,1,5,0.209,3.75,1
3,0,0,3,0.659,3.75,1
3,1,1,5,0.365,3.65,1
3,0,1,4,0.292,3.65,0
3,0,0,2,1.009,3.75,1
3,1,1,3,0.718,3.75,1
3,0,1,4,0.409,3.65,0
3,1,1,3,0.305,3.75,1
3,0,1,4,0.374,3.75,0
3,0,0,4,0.395,3.85,1
3,0,1,1,0.285,3.85,0
3,0,0,1,0.527,3.95,1
3,1,1,6,0.182,3.95,1
3,0,1,3,0.194,3.85,0
3,1,1,4,0.309,3.95,1
3,0,0,5,0.419,3.95,1
3,1,1,4,0.462,3.85,1
3,0,1,3,0.304,3.85,0
3,1,1,5,0.701,3.95,1
3,1,1,6,0.166,3.95,1
3,1,1,5,0.323,3.85,1
3,0,0,3,0.555,3.85,1
3,1,1,4,0.194,3.75,1
3,0,1,4,0.526,3.75,0
3,1,1,5,0.351,3.85,1
3,0,1,2,0.284,3.85,0
3,1,1,6,0.315,3.95,1
3,0,0,4,1.479,3.95,1
3,1,1,5,0.308,3.85,1
3,0,1,1,0.468,3.85,0
3,1,0,4,0.573,3.95,0
3,0,0,6,0.403,4.05,1
3,0,0,6,0.367,4.05,1
3,1,1,6,0.252,3.95,1
3,1,1,5,0.216,3.95,1
3,0,0,5,0.584,3.85,1
3,1,1,6,0.204,3.85,1
3,1,0,1,0.639,3.75,0
3,0,0,6,0.228,3.85,1
3,1,1,6,0.218,3.85,1
3,0,1,3,0.186,3.75,0
3,0,1,4,0.325,3.85,0
3,1,1,5,0.338,3.95,1
3,0,1,4,0.393,3.95,0
3,1,1,5,0.499,4.05,1
3,0,0,5,0.283,4.05,1
3,0,0,5,0.356,3.95,1
3,1,1,4,0.293,3.95,1
3,0,0,3,0.777,3.85,1
3,1,1,6,0.248,3.85,1
3,0,0,2,0.563,3.75,1
3,0,0,4,0.303,3.75,1
3,0,0,5,0.301,3.65,1
3,0,0,3,0.354,3.65,1
3,1,1,5,0.307,3.55,1
3,0,1,2,0.233,3.55,0
3,1,0,3,0.414,3.65,0
3,0,0,6,0.175,3.75,1
3,1,1,4,0.284,3.75,1
3,0,0,3,0.435,3.65,1
3,1,1,4,0.333,3.65,1
3,1,1,6,0.289,3.55,1
3,1,1,5,0.276,3.55,1
3,0,1,3,0.164,3.45,0
3,1,1,5,0.249,3.55,1
3,0,1,2,0.274,3.55,0
3,1,1,5,0.682,3.65,1
3,0,0,4,0.507,3.65,1
3,1,1,5,0.196,3.55,1
3,0,0,3,0.444,3.55,1
3,1,1,4,0.287,3.45,1
3,0,0,4,0.271,3.45,1
3,1,1,5,0.279,3.35,1
3,0,0,2,0.459,3.35,1
3,0,0,3,0.437,3.25,1
3,1,1,4,0.328,3.25,1
3,1,1,4,0.518,3.15,1
3,0,0,3,0.422,3.15,1
3,1,1,3,0.233,3.05,1
3,1,1,3,0.473,3.05,1
3,0,0,4,0.204,2.95,1
4,0,0,3,0.795,4.35,1
4,0,0,5,0.602,4.25,1
4,1,0,4,1.246,4.25,0
4,1,0,3,0.673,4.35,0
4,1,1,1,1.867,4.45,1
4,1,1,3,0.659,4.45,1
4,0,0,5,0.593,4.35,1
4,1,0,5,0.669,4.35,0
4,1,1,4,0.9,4.45,1
4,0,0,5,0.355,4.45,1
4,1,0,4,1.172,4.35,0
4,1,1,4,9.934,4.45,1
4,0,0,5,0.497,4.45,1
4,0,0,4,0.337,4.35,1
4,1,1,4,0.574,4.35,1
4,1,1,2,1.847,4.25,1
4,1,1,5,0.586,4.25,1
4,0,1,1,2.463,4.15,0
4,0,1,1,2.774,4.25,0
4,0,1,1,12.452,4.35,0
4,0,0,5,0.531,4.45,1
4,0,0,1,2.593,4.45,1
4,0,0,4,0.577,4.35,1
4,1,1,4,0.498,4.35,1
4,0,0,5,0.192,4.25,1
4,0,0,3,0.703,4.25,1
4,0,0,5,0.416,4.15,1
4,0,0,5,1.02,4.15,1
4,0,0,4,0.659,4.05,1
4,0,1,4,1.994,4.05,0
4,1,0,5,0.46,4.15,0
4,0,0,4,0.247,4.25,1
4,1,0,1,2.194,4.25,0
4,1,0,4,0.762,4.35,0
4,0,1,4,0.736,4.45,0
4,0,0,4,0.164,4.55,1
4,1,0,5,0.398,4.55,0
4,1,1,4,1.02,4.65,1
4,0,0,5,0.384,4.65,1
4,1,1,4,0.556,4.55,1
4,0,1,1,4.991,4.55,0
4,0,0,1,2.311,4.65,1
4,0,1,5,1.037,4.65,0
4,0,0,1,0.726,4.75,1
4,1,1,5,0.263,4.75,1
4,1,0,3,1.115,4.65,0
4,1,1,5,0.342,4.75,1
4,1,1,5,0.583,4.75,1
4,0,0,1,3.117,4.65,1
4,1,1,5,0.091,4.65,1
4,1,1,4,0.869,4.55,1
4,0,1,4,1.048,4.55,0
4,1,1,4,0.759,4.65,1
4,1,1,3,0.683,4.65,1
4,0,0,4,0.322,4.55,1
4,0,0,4,0.887,4.55,1
4,1,1,4,1.088,4.45,1
4,1,1,5,0.679,4.45,1
4,1,1,4,0.588,4.35,1
4,0,0,5,0.613,4.35,1
4,0,1,4,3.588,4.25,0
4,0,0,4,0.517,4.35,1
4,0,0,4,0.673,4.35,1
4,0,0,5,0.393,4.25,1
4,0,0,4,0.188,4.25,1
4,1,1,4,0.59,4.15,1
4,0,0,4,0.537,4.15,1
4,0,0,5,0.537,4.05,1
4,0,0,5,0.508,4.05,1
4,0,1,4,1.14,3.95,0
4,0,0,4,0.29,4.05,1
4,0,0,1,13.025,4.05,1
4,1,1,5,0.438,3.95,1
4,0,1,4,1.13,3.95,0
4,1,0,3,1.306,4.05,0
4,1,1,4,0.549,4.15,1
4,0,0,4,0.59,4.15,1
4,0,0,4,0.58,4.05,1
4,1,1,4,0.419,4.05,1
4,1,1,3,0.98,3.95,1
4,0,0,4,0.482,3.95,1
4,1,1,5,0.848,3.85,1
4,0,0,5,0.759,3.85,1
4,0,0,5,0.463,3.75,1
4,0,1,1,3.112,3.75,0
4,0,0,4,0.184,3.85,1
4,1,0,1,0.278,3.85,0
4,1,1,3,0.685,3.95,1
4,1,0,4,0.635,3.95,0
4,1,1,3,0.633,4.05,1
4,0,0,4,0.256,4.05,1
4,1,1,4,0.47,3.95,1
4,1,1,3,0.418,3.95,1
4,0,0,4,0.498,3.85,1
4,1,1,4,0.589,3.85,1
4,1,1,4,0.728,3.75,1
4,0,1,4,0.699,3.75,0
4,0,0,3,0.79,3.85,1
4,1,1,4,0.975,3.85,1
4,1,1,3,1.451,3.75,1
4,1,1,1,3.943,3.75,1
4,0,0,4,0.33,3.65,1
4,0,0,4,0.318,3.65,1
4,0,0,4,0.331,3.55,1
4,0,0,3,0.448,3.55,1
4,0,0,4,0.439,3.45,1
4,0,1,4,1.109,3.45,0
4,1,0,4,0.288,3.55,0
4,0,1,1,1.558,3.65,0
4,0,0,4,0.408,3.75,1
4,0,0,4,0.647,3.75,1
4,0,0,4,0.474,3.65,1
4,0,1,4,0.902,3.65,0
4,0,1,4,0.672,3.75,0
4,1,0,4,0.585,3.85,0
4,0,1,3,0.57,3.95,0
4,1,0,4,0.682,4.05,0
4,1,0,3,0.82,4.15,0
4,0,0,4,0.325,4.25,1
4,0,1,4,1.764,4.25,0
4,1,0,4,0.636,4.35,0
4,1,1,4,0.302,4.45,1
4,0,1,4,0.694,4.45,0
4,1,1,1,21.454,4.55,1
4,0,0,5,0.246,4.55,1
4,0,0,5,0.227,4.45,1
4,0,0,5,0.235,4.45,1
4,0,1,1,2.061,4.35,0
4,1,1,4,0.738,4.45,1
4,1,0,2,0.594,4.45,0
4,1,1,3,0.364,4.55,1
4,1,1,4,0.359,4.55,1
4,0,0,4,0.214,4.45,1
4,1,1,4,0.546,4.45,1
4,1,1,4,0.348,4.35,1
4,0,0,4,1.079,4.35,1
4,1,1,3,0.441,4.25,1
4,1,1,2,0.669,4.25,1
4,0,0,4,0.442,4.15,1
4,0,0,3,0.262,4.15,1
4,1,1,4,0.529,4.05,1
4,1,1,3,0.523,4.05,1
4,1,1,4,0.38,3.95,1
4,0,0,4,1.115,3.95,1
4,0,0,4,0.668,3.85,1
