Subj_idx,Stimulus,Response,Confidence,RT_dec,Accuracy,nbrA,CA,IA,prmt,mt,Apmt,EMGtrial,force,EMG,Gender,age,RT_conf,Block,Trial
4,2,2,1,0.685546875,1,2,2,0,582.5195313,103.0273438,0.517089844,C C,1.093017761,1,H,21,NaN,3,60
4,1,1,2,0.8203125,1,1,1,0,643.0664063,177.2460938,0.643066406,C,0.690180478,1,H,21,NaN,3,61
4,1,1,1,0.610351563,1,1,1,0,500,110.3515625,0.5,C,0.956155431,1,H,21,NaN,3,62
4,2,2,2,0.850585938,1,1,1,0,747.5585938,103.0273438,0.747558594,C,0.75960532,1,H,21,NaN,3,63
4,2,2,3,0.65234375,1,1,1,0,589.3554688,62.98828125,0.589355469,C,1.985280101,1,H,21,NaN,3,64
4,2,2,3,0.775878906,1,1,1,0,670.8984375,104.9804688,0.670898438,C,0.92614279,1,H,21,NaN,3,65
4,1,1,2,0.610839844,1,1,1,0,452.1484375,158.6914063,0.452148438,C,0.726367972,1,H,21,NaN,3,66
4,1,1,3,0.615234375,1,1,1,0,513.1835938,102.0507813,0.513183594,C,0.777205463,1,H,21,NaN,3,67
4,2,2,3,0.619628906,1,1,1,0,556.640625,62.98828125,0.556640625,C,1.981442602,1,H,21,NaN,3,68
4,1,1,2,0.742675781,1,1,1,0,580.078125,162.5976563,0.580078125,C,0.708942975,1,H,21,NaN,3,69
4,2,2,1,0.759277344,1,3,3,0,636.2304688,123.046875,0.401367188,C C C,0.772242818,1,H,21,NaN,3,70
4,1,1,1,0.844238281,1,3,1,2,734.375,109.8632813,0.438476563,I I C,1.221105383,1,H,21,NaN,4,1
4,1,1,2,0.64453125,1,1,1,0,549.8046875,94.7265625,0.549804688,C,1.042680415,1,H,21,NaN,4,2
4,1,1,2,0.73828125,1,1,1,0,652.34375,85.9375,0.65234375,C,1.194980388,1,H,21,NaN,4,3
4,1,1,3,0.729003906,1,1,1,0,625.4882813,103.515625,0.625488281,C,1.001030423,1,H,21,NaN,4,4
4,1,1,3,0.718261719,1,2,2,0,570.3125,147.9492188,0.481933594,C C,0.926830436,1,H,21,NaN,4,5
4,1,1,1,0.802734375,1,1,1,0,720.703125,82.03125,0.720703125,C,1.144117897,1,H,21,NaN,4,6
4,2,2,3,0.650878906,1,1,1,0,549.8046875,101.0742188,0.549804688,C,1.497305188,1,H,21,NaN,4,7
4,2,2,4,0.515136719,1,1,1,0,426.7578125,88.37890625,0.426757813,C,1.327392719,1,H,21,NaN,4,8
4,1,2,2,0.948730469,0,1,0,1,834.4726563,114.2578125,0.834472656,I,0.895805296,1,H,21,NaN,4,9
4,2,2,4,0.511230469,1,1,1,0,408.6914063,102.5390625,0.408691406,C,1.462530195,1,H,21,NaN,4,10
4,1,1,3,0.693359375,1,1,1,0,604.4921875,88.8671875,0.604492188,C,0.852217949,1,H,21,NaN,4,11
4,2,2,4,0.518066406,1,1,1,0,426.2695313,91.796875,0.426269531,C,0.990530279,1,H,21,NaN,4,12
4,1,1,3,0.720703125,1,1,1,0,591.796875,128.90625,0.591796875,C,0.799967959,1,H,21,NaN,4,13
4,2,1,4,0.59375,0,1,0,1,514.6484375,79.1015625,0.514648438,I,0.799055459,1,H,21,NaN,4,14
4,2,1,4,0.765136719,0,1,0,1,584.4726563,180.6640625,0.584472656,I,0.621717991,1,H,21,NaN,4,15
4,2,2,4,0.616210938,1,1,1,0,514.6484375,101.5625,0.514648438,C,0.987980279,1,H,21,NaN,4,16
4,2,2,3,0.621582031,1,1,1,0,553.2226563,68.359375,0.553222656,C,1.128605254,1,H,21,NaN,4,17
4,2,1,3,0.565917969,0,1,0,1,481.9335938,83.984375,0.481933594,I,1.081542908,1,H,21,NaN,4,18
4,1,1,3,0.670410156,1,1,1,0,582.03125,88.37890625,0.58203125,C,1.047942914,1,H,21,NaN,4,19
4,2,2,4,0.571777344,1,1,1,0,460.4492188,111.328125,0.460449219,C,0.910680293,1,H,21,NaN,4,20
4,2,2,2,0.765136719,1,1,1,0,663.0859375,102.0507813,0.663085938,C,0.643705341,1,H,21,NaN,4,21
4,1,1,2,0.796875,1,1,1,0,661.6210938,135.2539063,0.661621094,C,0.593242996,1,H,21,NaN,4,22
4,2,2,3,0.578125,1,1,1,0,482.421875,95.703125,0.482421875,C,0.837892806,1,H,21,NaN,4,23
4,1,2,3,0.633789063,0,1,0,1,529.7851563,104.0039063,0.529785156,I,0.919530292,1,H,21,NaN,4,24
4,2,2,4,0.609375,1,1,1,0,518.5546875,90.8203125,0.518554688,C,0.825605308,1,H,21,NaN,4,25
4,1,1,3,0.811035156,1,1,1,0,728.0273438,83.0078125,0.728027344,C,0.780205462,1,H,21,NaN,4,26
4,2,2,4,0.630859375,1,1,1,0,556.1523438,74.70703125,0.556152344,C,1.623592666,1,H,21,NaN,4,27
4,2,2,2,1.092285156,1,1,1,0,994.140625,98.14453125,0.994140625,C,0.771517818,1,H,21,NaN,4,28
4,2,2,3,0.654785156,1,1,1,0,589.3554688,65.4296875,0.589355469,C,1.590280172,1,H,21,NaN,4,29
4,1,2,1,0.665527344,0,1,0,1,582.03125,83.49609375,0.58203125,I,0.880280299,1,H,21,NaN,4,30
4,1,2,3,0.609375,0,1,0,1,526.8554688,82.51953125,0.526855469,I,1.061430266,1,H,21,NaN,4,31
4,1,1,2,0.730957031,1,1,1,0,628.4179688,102.5390625,0.628417969,C,0.830855453,1,H,21,NaN,4,32
4,2,2,3,0.630859375,1,1,1,0,513.671875,117.1875,0.513671875,C,0.753442821,1,H,21,NaN,4,33
4,1,2,1,1.096191406,0,1,0,1,1026.367188,69.82421875,1.026367188,I,1.123267755,1,H,21,NaN,4,34
4,1,1,3,0.867675781,1,1,1,0,800.78125,66.89453125,0.80078125,C,1.269667875,1,H,21,NaN,4,35
4,2,2,3,0.827636719,1,1,1,0,766.6015625,61.03515625,0.766601563,C,1.404642705,1,H,21,NaN,4,36
4,1,1,3,0.639648438,1,1,1,0,560.0585938,79.58984375,0.560058594,C,1.180530391,1,H,21,NaN,4,37
4,2,2,3,0.687011719,1,1,1,0,563.9648438,123.046875,0.563964844,C,0.637105342,1,H,21,NaN,4,38
4,2,2,2,0.634277344,1,1,1,0,565.9179688,68.359375,0.565917969,C,1.034092771,1,H,21,NaN,4,39
4,2,1,2,0.786132813,0,1,0,1,696.2890625,89.84375,0.696289063,I,1.042105415,1,H,21,NaN,4,40
4,1,1,3,0.825683594,1,1,1,0,750.9765625,74.70703125,0.750976563,C,1.044305415,1,H,21,NaN,4,41
4,1,1,2,0.810058594,1,1,1,0,732.9101563,77.1484375,0.732910156,C,0.970942928,1,H,21,NaN,4,42
4,1,1,3,0.724121094,1,1,1,0,637.2070313,86.9140625,0.637207031,C,1.034767917,1,H,21,NaN,4,43
4,2,2,1,0.736816406,1,1,1,0,636.2304688,100.5859375,0.636230469,C,0.606392848,1,H,21,NaN,4,44
4,2,2,1,0.767578125,1,1,1,0,648.4375,119.140625,0.6484375,C,0.522817863,1,H,21,NaN,4,45
4,2,2,4,0.802246094,1,1,1,0,689.453125,112.7929688,0.689453125,C,0.472767872,1,H,21,NaN,4,46
4,1,1,3,0.592285156,1,1,1,0,475.0976563,117.1875,0.475097656,C,0.827667954,1,H,21,NaN,4,47
4,1,1,3,0.829101563,1,1,1,0,651.3671875,177.734375,0.651367188,C,0.726255472,1,H,21,NaN,4,48
4,2,1,3,0.782714844,0,1,0,1,679.6875,103.0273438,0.6796875,I,1.039317916,1,H,21,NaN,4,49
4,2,1,2,0.686523438,0,1,0,1,611.328125,75.1953125,0.611328125,I,0.879092945,1,H,21,NaN,4,50
4,1,1,2,0.630859375,1,1,1,0,489.2578125,141.6015625,0.489257813,C,0.946755433,1,H,21,NaN,4,51
4,2,2,3,0.544433594,1,1,1,0,487.3046875,57.12890625,0.487304688,C,1.672155157,1,H,21,NaN,4,52
4,1,1,3,0.760742188,1,1,1,0,672.8515625,87.890625,0.672851563,C,0.876180445,1,H,21,NaN,4,53
4,2,2,3,0.65625,1,1,1,0,584.9609375,71.2890625,0.584960938,C,1.179430245,1,H,21,NaN,4,54
4,1,1,3,0.709472656,1,1,1,0,619.140625,90.33203125,0.619140625,C,1.147230397,1,H,21,NaN,4,55
4,1,1,3,0.908203125,1,1,1,0,824.7070313,83.49609375,0.824707031,C,0.96258043,1,H,21,NaN,4,56
4,1,1,3,0.72265625,1,1,1,0,657.2265625,65.4296875,0.657226563,C,1.064980411,1,H,21,NaN,4,57
4,1,2,4,0.571289063,0,1,0,1,506.8359375,64.453125,0.506835938,I,1.338117717,1,H,21,NaN,4,58
4,1,1,3,0.739746094,1,1,1,0,666.5039063,73.2421875,0.666503906,C,1.117742902,1,H,21,NaN,4,59
4,2,2,3,0.493652344,1,1,1,0,406.7382813,86.9140625,0.406738281,C,1.464917694,1,H,21,NaN,4,60
4,2,1,2,0.666503906,0,1,0,1,542.96875,123.5351563,0.54296875,I,0.928555436,1,H,21,NaN,4,61
4,2,2,3,0.576171875,1,1,1,0,509.765625,66.40625,0.509765625,C,1.337455217,1,H,21,NaN,4,62
4,2,1,1,0.806640625,0,1,0,1,717.7734375,88.8671875,0.717773438,I,0.901692941,1,H,21,NaN,4,63
4,1,1,2,0.666503906,1,1,1,0,601.5625,64.94140625,0.6015625,C,0.84824295,1,H,21,NaN,4,64
4,1,1,2,0.792480469,1,1,1,0,716.3085938,76.171875,0.716308594,C,1.034792917,1,H,21,NaN,4,65
4,1,2,3,0.536621094,0,1,0,1,460.4492188,76.171875,0.460449219,I,1.135692753,1,H,21,NaN,4,66
4,1,1,3,0.673339844,1,1,1,0,580.5664063,92.7734375,0.580566406,C,1.011417921,1,H,21,NaN,4,67
4,1,1,1,0.695800781,1,1,1,0,615.7226563,80.078125,0.615722656,C,0.704592976,1,H,21,NaN,4,68
4,2,2,1,1.018554688,1,2,2,0,880.859375,137.6953125,0.690429688,C C,1.336505217,1,H,21,NaN,4,69
4,2,1,2,0.739746094,0,1,0,1,647.4609375,92.28515625,0.647460938,I,1.225380383,1,H,21,NaN,4,70
4,2,1,1,0.786132813,0,1,0,1,703.6132813,82.51953125,0.703613281,I,1.177717891,1,H,21,NaN,5,1
4,2,2,3,0.615722656,1,1,1,0,523.9257813,91.796875,0.523925781,C,1.54293018,1,H,21,NaN,5,2
4,1,2,2,0.631347656,0,1,0,1,546.3867188,84.9609375,0.546386719,I,1.132980253,1,H,21,NaN,5,3
4,2,2,1,0.662597656,1,1,1,0,562.5,100.0976563,0.5625,C,0.951117786,1,H,21,NaN,5,4
4,2,2,3,0.700195313,1,1,1,0,625.4882813,74.70703125,0.625488281,C,1.496342689,1,H,21,NaN,5,5
4,1,2,3,0.671386719,0,1,0,1,582.03125,89.35546875,0.58203125,I,1.614317667,1,H,21,NaN,5,6
4,1,2,3,0.577148438,0,1,0,1,507.3242188,69.82421875,0.507324219,I,1.753605143,1,H,21,NaN,5,7
4,2,2,3,0.674804688,1,1,1,0,586.9140625,87.890625,0.586914063,C,1.454467696,1,H,21,NaN,5,8
4,1,2,1,0.736816406,0,1,0,1,603.515625,133.3007813,0.603515625,I,0.600830349,1,H,21,NaN,5,9
4,2,2,3,0.59765625,1,1,1,0,504.8828125,92.7734375,0.504882813,C,1.789517636,1,H,21,NaN,5,10
4,1,1,2,0.772949219,1,1,1,0,687.5,85.44921875,0.6875,C,0.786517961,1,H,21,NaN,5,11
4,1,1,2,0.670898438,1,1,1,0,584.4726563,86.42578125,0.584472656,C,0.783442962,1,H,21,NaN,5,12
4,1,2,2,0.571777344,0,1,0,1,499.5117188,72.265625,0.499511719,I,1.365880212,1,H,21,NaN,5,13
4,1,2,1,0.769042969,0,1,0,1,685.546875,83.49609375,0.685546875,I,0.990092779,1,H,21,NaN,5,14
4,2,2,1,0.861816406,1,1,1,0,789.0625,72.75390625,0.7890625,C,0.979730281,1,H,21,NaN,5,15
4,1,1,3,0.606933594,1,1,1,0,499.5117188,107.421875,0.499511719,C,0.96063043,1,H,21,NaN,5,16
4,1,1,3,0.651367188,1,1,1,0,546.875,104.4921875,0.546875,C,0.693155478,1,H,21,NaN,5,17
4,1,1,4,0.575683594,1,1,1,0,482.9101563,92.7734375,0.482910156,C,0.864367947,1,H,21,NaN,5,18
4,2,2,4,0.5390625,1,1,1,0,460.4492188,78.61328125,0.460449219,C,1.685905155,1,H,21,NaN,5,19
4,1,1,3,0.779296875,1,1,1,0,528.8085938,250.4882813,0.528808594,C,1.032742917,1,H,21,NaN,5,20
4,1,1,3,0.787109375,1,1,1,0,669.4335938,117.6757813,0.669433594,C,1.165755393,1,H,21,NaN,5,21
4,1,1,3,0.716308594,1,1,1,0,567.8710938,148.4375,0.567871094,C,0.974730428,1,H,21,NaN,5,22
4,1,1,2,0.861816406,1,1,1,0,785.15625,76.66015625,0.78515625,C,1.144505397,1,H,21,NaN,5,23
4,2,2,2,0.641113281,1,1,1,0,558.1054688,83.0078125,0.558105469,C,0.995467778,1,H,21,NaN,5,24
4,1,1,2,0.862792969,1,1,1,0,770.9960938,91.796875,0.770996094,C,0.763880465,1,H,21,NaN,5,25
4,1,1,2,0.636230469,1,1,1,0,556.1523438,80.078125,0.556152344,C,0.900942941,1,H,21,NaN,5,26
4,2,1,2,0.818847656,0,1,0,1,668.9453125,149.9023438,0.668945313,I,0.531168007,1,H,21,NaN,5,27
4,1,2,3,0.612792969,0,1,0,1,530.2734375,82.51953125,0.530273438,I,1.198367742,1,H,21,NaN,5,28
4,1,1,1,0.756347656,1,1,1,0,670.8984375,85.44921875,0.670898438,C,0.878417945,1,H,21,NaN,5,29
4,2,2,3,0.593261719,1,1,1,0,485.3515625,107.9101563,0.485351563,C,1.166892747,1,H,21,NaN,5,30
4,1,1,2,0.853515625,1,1,1,0,754.8828125,98.6328125,0.754882813,C,0.881630444,1,H,21,NaN,5,31
4,2,2,1,0.768554688,1,1,1,0,674.3164063,94.23828125,0.674316406,C,0.70438033,1,H,21,NaN,5,32
4,2,2,3,0.674804688,1,1,1,0,557.6171875,117.1875,0.557617188,C,1.385042708,1,H,21,NaN,5,33
4,1,2,3,0.666015625,0,1,0,1,595.703125,70.3125,0.595703125,I,1.790105136,1,H,21,NaN,5,34
4,2,2,3,0.609375,1,1,1,0,525.8789063,83.49609375,0.525878906,C,1.395630207,1,H,21,NaN,5,35
4,1,2,3,0.760253906,0,1,0,1,635.7421875,124.5117188,0.635742188,I,0.714617828,1,H,21,NaN,5,36
4,2,2,1,0.584472656,1,1,1,0,475.5859375,108.8867188,0.475585938,C,1.15420525,1,H,21,NaN,5,37
4,1,2,3,0.666503906,0,1,0,1,570.8007813,95.703125,0.570800781,I,1.009905276,1,H,21,NaN,5,38
4,2,2,3,0.65234375,1,1,1,0,556.640625,95.703125,0.556640625,C,1.302892723,1,H,21,NaN,5,39
4,1,2,1,0.774414063,0,1,0,1,685.0585938,89.35546875,0.685058594,I,0.905592794,1,H,21,NaN,5,40
4,1,1,1,0.807128906,1,1,1,0,685.546875,121.5820313,0.685546875,C,0.664080483,1,H,21,NaN,5,41
4,1,1,1,0.730957031,1,1,1,0,653.8085938,77.1484375,0.653808594,C,1.01543042,1,H,21,NaN,5,42
4,1,2,2,0.763671875,0,1,0,1,639.1601563,124.5117188,0.639160156,I,1.120355256,1,H,21,NaN,5,43
4,1,1,3,0.665039063,1,1,1,0,590.8203125,74.21875,0.590820313,C,1.07315541,1,H,21,NaN,5,44
4,1,2,2,0.66015625,0,1,0,1,562.9882813,97.16796875,0.562988281,I,1.088130262,1,H,21,NaN,5,45
4,1,1,3,0.746582031,1,1,1,0,690.4296875,56.15234375,0.690429688,C,1.303792869,1,H,21,NaN,5,46
4,2,2,1,0.594726563,1,1,1,0,506.8359375,87.890625,0.506835938,C,1.497267688,1,H,21,NaN,5,47
4,1,1,2,0.810058594,1,2,1,1,712.4023438,97.65625,0.740234375,C,1.166467893,1,H,21,NaN,5,48
4,1,2,1,0.686035156,0,1,0,1,567.3828125,118.6523438,0.567382813,I,1.232542736,1,H,21,NaN,5,49
4,2,1,1,0.951171875,0,1,0,1,884.765625,66.40625,0.884765625,I,1.096730406,1,H,21,NaN,5,50
4,2,2,2,0.658691406,1,2,1,1,574.21875,84.47265625,0.157226563,I C,1.688017654,1,H,21,NaN,5,51
4,2,2,3,0.8203125,1,2,1,1,738.28125,82.03125,0.186035156,I C,1.729805147,1,H,21,NaN,5,52
4,2,2,3,0.533691406,1,1,1,0,492.6757813,41.015625,0.492675781,C,2.993967421,1,H,21,NaN,5,53
4,2,2,3,0.692871094,1,1,1,0,594.7265625,98.14453125,0.594726563,C,1.028817772,1,H,21,NaN,5,54
4,1,1,3,0.645507813,1,1,1,0,560.546875,84.9609375,0.560546875,C,1.006905422,1,H,21,NaN,5,55
4,2,2,3,0.672851563,1,1,1,0,595.2148438,77.63671875,0.595214844,C,0.865442801,1,H,21,NaN,5,56
4,1,1,2,0.822265625,1,1,1,0,724.1210938,98.14453125,0.724121094,C,1.1278429,1,H,21,NaN,5,57
4,1,2,1,0.625,0,1,0,1,525.390625,99.609375,0.525390625,I,0.846142805,1,H,21,NaN,5,58
4,1,1,3,0.772949219,1,1,1,0,669.4335938,103.515625,0.669433594,C,1.01574292,1,H,21,NaN,5,59
4,2,2,4,0.680175781,1,1,1,0,596.6796875,83.49609375,0.596679688,C,1.352405214,1,H,21,NaN,5,60
4,1,1,4,0.699707031,1,1,1,0,500.4882813,199.21875,0.500488281,C,1.043992915,1,H,21,NaN,5,61
4,2,2,3,0.858886719,1,2,2,0,763.671875,95.21484375,0.609863281,C C,0.812305311,1,H,21,NaN,5,62
4,1,1,3,0.606933594,1,1,1,0,420.8984375,186.0351563,0.420898438,C,0.907842939,1,H,21,NaN,5,63
4,1,2,4,0.599121094,0,1,0,1,475.5859375,123.5351563,0.475585938,I,0.853017804,1,H,21,NaN,5,64
4,1,1,4,0.866699219,1,1,1,0,742.1875,124.5117188,0.7421875,C,0.703555476,1,H,21,NaN,5,65
4,2,2,4,0.736328125,1,1,1,0,631.3476563,104.9804688,0.631347656,C,1.189630243,1,H,21,NaN,5,66
4,2,1,4,0.678222656,0,1,0,1,566.40625,111.8164063,0.56640625,I,0.901792941,1,H,21,NaN,5,67
4,1,1,4,0.784179688,1,1,1,0,676.2695313,107.9101563,0.676269531,C,0.618705491,1,H,21,NaN,5,68
4,2,2,1,1.041992188,1,1,1,0,925.2929688,116.6992188,0.925292969,C,0.620217845,1,H,21,NaN,5,69
4,2,2,4,0.723144531,1,1,1,0,626.953125,96.19140625,0.626953125,C,1.145180251,1,H,21,NaN,5,70
4,2,1,1,1.025390625,0,2,0,2,705.078125,320.3125,0.585449219,I I,1.143330397,1,H,21,NaN,6,1
4,2,2,3,0.546875,1,1,1,0,446.2890625,100.5859375,0.446289063,C,1.105230258,1,H,21,NaN,6,2
4,1,2,2,0.614257813,0,2,1,1,495.1171875,119.140625,0.208496094,C I,1.057855267,1,H,21,NaN,6,3
4,1,1,1,0.702148438,1,1,1,0,598.1445313,104.0039063,0.598144531,C,1.001242923,1,H,21,NaN,6,4
4,2,2,3,0.553222656,1,1,1,0,460.9375,92.28515625,0.4609375,C,0.956067785,1,H,21,NaN,6,5
4,1,1,2,0.528808594,1,1,1,0,413.5742188,115.234375,0.413574219,C,1.012705421,1,H,21,NaN,6,6
4,2,2,3,0.636230469,1,1,1,0,551.2695313,84.9609375,0.551269531,C,0.942942787,1,H,21,NaN,6,7
4,1,2,3,0.661132813,0,1,0,1,578.6132813,82.51953125,0.578613281,I,1.411430204,1,H,21,NaN,6,8
4,1,2,1,0.737792969,0,1,0,1,597.1679688,140.625,0.597167969,I,0.452567875,1,H,21,NaN,6,9
4,1,1,3,0.700683594,1,1,1,0,628.4179688,72.265625,0.628417969,C,1.028142918,1,H,21,NaN,6,10
4,2,2,4,0.670410156,1,1,1,0,602.5390625,67.87109375,0.602539063,C,1.471205193,1,H,21,NaN,6,11
4,2,2,4,0.575683594,1,1,1,0,509.2773438,66.40625,0.509277344,C,1.48786769,1,H,21,NaN,6,12
4,2,1,1,0.915039063,0,1,0,1,861.8164063,53.22265625,0.861816406,I,1.249642878,1,H,21,NaN,6,13
4,1,1,2,0.645996094,1,1,1,0,553.2226563,92.7734375,0.553222656,C,1.061980412,1,H,21,NaN,6,14
4,2,2,3,0.640136719,1,1,1,0,538.5742188,101.5625,0.538574219,C,1.161267748,1,H,21,NaN,6,15
4,2,2,4,0.610351563,1,1,1,0,533.203125,77.1484375,0.533203125,C,2.022030095,1,H,21,NaN,6,16
4,2,1,2,0.626464844,0,1,0,1,543.4570313,83.0078125,0.543457031,I,1.343830362,1,H,21,NaN,6,17
4,2,2,4,0.513671875,1,1,1,0,452.6367188,61.03515625,0.452636719,C,1.425042701,1,H,21,NaN,6,18
4,1,1,2,0.666015625,1,1,1,0,597.1679688,68.84765625,0.597167969,C,1.266605375,1,H,21,NaN,6,19
4,2,2,3,0.466796875,1,1,1,0,383.3007813,83.49609375,0.383300781,C,1.788367636,1,H,21,NaN,6,20
4,2,1,3,0.55859375,0,1,0,1,502.9296875,55.6640625,0.502929688,I,1.175730392,1,H,21,NaN,6,21
4,2,2,1,0.707519531,1,1,1,0,604.4921875,103.0273438,0.604492188,C,0.790667815,1,H,21,NaN,6,22
4,2,2,3,0.810546875,1,2,1,1,746.5820313,63.96484375,0.476074219,I C,1.002892777,1,H,21,NaN,6,23
4,1,1,1,0.871582031,1,1,1,0,736.8164063,134.765625,0.736816406,C,0.645130486,1,H,21,NaN,6,24
4,1,1,2,0.790527344,1,1,1,0,697.7539063,92.7734375,0.697753906,C,0.685042979,1,H,21,NaN,6,25
4,1,1,2,0.651367188,1,1,1,0,532.7148438,118.6523438,0.532714844,C,0.760405466,1,H,21,NaN,6,26
4,1,1,3,0.6796875,1,1,1,0,576.6601563,103.0273438,0.576660156,C,0.859830448,1,H,21,NaN,6,27
4,1,1,3,0.711914063,1,1,1,0,619.6289063,92.28515625,0.619628906,C,1.003355422,1,H,21,NaN,6,28
4,2,1,2,0.899414063,0,1,0,1,827.1484375,72.265625,0.827148438,I,1.120067902,1,H,21,NaN,6,29
4,2,2,1,0.970703125,1,1,1,0,880.3710938,90.33203125,0.880371094,C,0.722217827,1,H,21,NaN,6,30
4,2,2,2,0.606933594,1,1,1,0,518.5546875,88.37890625,0.518554688,C,1.143617752,1,H,21,NaN,6,31
4,1,2,1,0.671875,0,1,0,1,577.1484375,94.7265625,0.577148438,I,1.093480261,1,H,21,NaN,6,32
4,2,2,3,0.56640625,1,1,1,0,469.2382813,97.16796875,0.469238281,C,1.128030254,1,H,21,NaN,6,33
4,2,2,3,0.571777344,1,1,1,0,473.6328125,98.14453125,0.473632813,C,0.92583029,1,H,21,NaN,6,34
4,2,2,3,0.618164063,1,2,1,1,515.625,102.5390625,0.205566406,I C,1.494405189,1,H,21,NaN,6,35
4,1,1,2,0.672363281,1,1,1,0,601.0742188,71.2890625,0.601074219,C,0.900642941,1,H,21,NaN,6,36
4,1,1,2,0.652832031,1,3,3,0,548.3398438,104.4921875,0.061523438,C C C,0.73691797,1,H,21,NaN,6,37
4,1,1,2,0.729492188,1,1,1,0,594.7265625,134.765625,0.594726563,C,0.816230456,1,H,21,NaN,6,38
4,2,1,2,0.638671875,0,1,0,1,569.3359375,69.3359375,0.569335938,I,1.020967919,1,H,21,NaN,6,39
4,2,1,3,0.596679688,0,2,0,2,503.4179688,93.26171875,0.070800781,I I,1.096092906,1,H,21,NaN,6,40
4,2,2,3,0.638183594,1,1,1,0,559.5703125,78.61328125,0.559570313,C,1.061817766,1,H,21,NaN,6,41
4,1,1,1,0.611328125,1,1,1,0,487.7929688,123.5351563,0.487792969,C,1.293117871,1,H,21,NaN,6,42
4,1,2,2,0.63671875,0,1,0,1,539.0625,97.65625,0.5390625,I,0.717030328,1,H,21,NaN,6,43
4,2,2,3,0.518554688,1,1,1,0,458.4960938,60.05859375,0.458496094,C,1.219067738,1,H,21,NaN,6,44
4,2,1,2,0.610351563,0,1,0,1,479.0039063,131.3476563,0.479003906,I,0.79081796,1,H,21,NaN,6,45
4,2,2,4,0.550292969,1,1,1,0,422.3632813,127.9296875,0.422363281,C,1.158017749,1,H,21,NaN,6,46
4,1,1,3,0.728027344,1,1,1,0,634.2773438,93.75,0.634277344,C,0.975842927,1,H,21,NaN,6,47
4,2,2,2,0.715332031,1,1,1,0,618.1640625,97.16796875,0.618164063,C,0.739530324,1,H,21,NaN,6,48
4,1,1,3,0.659667969,1,2,2,0,556.640625,103.0273438,0.365234375,C C,1.197792888,1,H,21,NaN,6,49
4,1,1,2,0.736328125,1,2,2,0,579.1015625,157.2265625,0.413085938,C C,0.645530486,1,H,21,NaN,6,50
4,2,2,1,0.715820313,1,1,1,0,589.84375,125.9765625,0.58984375,C,0.672592836,1,H,21,NaN,6,51
4,2,1,1,0.6953125,0,1,0,1,567.8710938,127.4414063,0.567871094,I,0.67983048,1,H,21,NaN,6,52
4,1,1,2,0.571289063,1,1,1,0,452.1484375,119.140625,0.452148438,C,0.895455442,1,H,21,NaN,6,53
4,2,1,3,0.650878906,0,2,1,1,569.3359375,81.54296875,0.615722656,I,0.888755443,1,H,21,NaN,6,54
4,2,2,4,0.660644531,1,1,1,0,555.6640625,104.9804688,0.555664063,C,0.889430297,1,H,21,NaN,6,55
4,2,1,3,0.717773438,0,1,0,1,543.9453125,173.828125,0.543945313,I,0.765767965,1,H,21,NaN,6,56
4,2,1,3,0.696777344,0,1,0,1,538.0859375,158.6914063,0.538085938,I,0.51501801,1,H,21,NaN,6,57
4,1,1,2,0.75,1,1,1,0,567.3828125,182.6171875,0.567382813,C,0.730017971,1,H,21,NaN,6,58
4,1,1,2,0.810058594,1,1,1,0,650.390625,159.6679688,0.650390625,C,0.722805473,1,H,21,NaN,6,59
4,1,1,3,0.8125,1,1,1,0,731.9335938,80.56640625,0.731933594,C,0.722292973,1,H,21,NaN,6,60
4,2,2,4,0.590820313,1,1,1,0,515.1367188,75.68359375,0.515136719,C,1.484480191,1,H,21,NaN,6,61
4,2,2,4,0.715820313,1,1,1,0,566.40625,149.4140625,0.56640625,C,0.779342817,1,H,21,NaN,6,62
4,1,1,3,0.670410156,1,1,1,0,514.6484375,155.7617188,0.514648438,C,0.756305467,1,H,21,NaN,6,63
4,2,2,4,0.554199219,1,1,1,0,466.796875,87.40234375,0.466796875,C,1.649030161,1,H,21,NaN,6,64
4,1,1,3,0.606933594,1,1,1,0,509.2773438,97.65625,0.509277344,C,0.748717968,1,H,21,NaN,6,65
4,2,2,4,0.594238281,1,1,1,0,508.7890625,85.44921875,0.508789063,C,1.736705146,1,H,21,NaN,6,66
4,1,1,3,1.006835938,1,2,2,0,900.390625,106.4453125,0.673828125,C C,0.967205429,1,H,21,NaN,6,67
4,2,2,4,0.528808594,1,1,1,0,359.8632813,168.9453125,0.359863281,C,1.805855133,1,H,21,NaN,6,68
4,2,1,2,0.756347656,0,1,0,1,597.1679688,159.1796875,0.597167969,I,0.776355463,1,H,21,NaN,6,69
4,2,2,3,0.634765625,1,1,1,0,567.8710938,66.89453125,0.567871094,C,1.241030234,1,H,21,NaN,6,70
4,1,1,1,0.671386719,1,1,1,0,506.8359375,164.5507813,0.506835938,C,1.022180419,1,H,21,NaN,7,1
4,2,2,2,0.669433594,1,1,1,0,568.359375,101.0742188,0.568359375,C,0.834180307,1,H,21,NaN,7,2
4,1,1,3,0.783203125,1,1,1,0,708.4960938,74.70703125,0.708496094,C,1.059467912,1,H,21,NaN,7,3
4,2,1,3,0.562011719,0,1,0,1,470.703125,91.30859375,0.470703125,I,1.251080378,1,H,21,NaN,7,4
4,1,1,2,0.639160156,1,1,1,0,460.4492188,178.7109375,0.460449219,C,1.01396792,1,H,21,NaN,7,5
