Subj_idx,Stimulus,Response,Confidence,RT_decConf,Accuracy,Raw_Response,StimulusType
43,1,1,3,3.162,1,6,Word
43,1,1,3,1.976,1,6,Word
43,0,0,2,2.284,1,2,Word
43,1,1,3,1.633,1,6,Word
43,1,0,2,3.148,0,2,Word
43,0,0,2,2.622,1,2,Word
43,1,0,3,1.563,0,1,Word
43,1,1,3,1.148,1,6,Word
43,0,1,2,2.815,0,5,Word
43,1,1,3,1.509,1,6,Word
43,0,0,2,2.714,1,2,Word
43,0,0,3,1.251,1,1,Word
43,0,0,2,1.235,1,2,Word
43,0,0,2,1.481,1,2,Word
43,0,0,2,3.194,1,2,Word
43,1,1,1,2.679,1,4,Word
43,0,0,2,1.507,1,2,Word
43,0,0,2,1.139,1,2,Word
43,1,1,3,1.688,1,6,Word
43,1,1,3,1.199,1,6,Word
43,1,0,2,1.847,0,2,Word
43,0,1,2,1.25,0,5,Word
43,1,1,3,1.389,1,6,Word
43,1,1,3,0.909,1,6,Word
43,1,1,3,0.962,1,6,Word
43,1,1,3,0.92,1,6,Word
43,1,1,3,0.995,1,6,Word
43,0,1,1,1.836,0,4,Word
43,0,0,1,1.385,1,3,Word
43,1,1,3,1.799,1,6,Word
43,0,0,2,1.188,1,2,Word
43,0,0,3,1.267,1,1,Word
43,0,0,1,2.26,1,3,Word
43,1,1,3,1.524,1,6,Word
43,0,1,1,1.629,0,4,Word
43,0,0,2,1.099,1,2,Word
43,1,1,3,1.159,1,6,Word
43,0,0,3,0.99,1,1,Word
43,0,0,2,1.562,1,2,Word
43,0,0,2,0.913,1,2,Word
43,1,1,3,1.665,1,6,Word
43,0,1,1,1.555,0,4,Word
43,1,1,2,1.783,1,5,Word
43,1,1,3,1.347,1,6,Word
43,1,0,1,2.365,0,3,Word
43,0,0,2,1.866,1,2,Word
43,0,0,2,0.962,1,2,Word
43,1,1,3,1.105,1,6,Word
43,0,0,3,1.113,1,1,Word
43,1,1,3,1.015,1,6,Word
43,1,1,3,2.354,1,6,Word
43,1,0,1,1.637,0,3,Word
43,1,1,1,2.386,1,4,Word
43,1,1,1,1.266,1,4,Word
43,0,0,1,1.375,1,3,Word
43,1,1,2,1.422,1,5,Word
43,0,0,2,1.228,1,2,Word
43,1,0,2,1.87,0,2,Word
43,1,1,2,1.176,1,5,Word
43,1,1,3,0.996,1,6,Word
43,1,1,1,2.184,1,4,Word
43,0,1,1,1.622,0,4,Word
43,0,0,2,2.3,1,2,Word
43,0,0,2,2.172,1,2,Word
43,0,0,2,1.05,1,2,Word
43,1,1,2,0.991,1,5,Word
43,1,1,2,6.466,1,5,Word
43,0,0,2,2.53,1,2,Word
43,0,0,2,0.98,1,2,Word
43,1,0,2,1.351,0,2,Word
43,1,0,2,2.131,0,2,Word
43,0,0,2,2.182,1,2,Word
43,0,0,2,0.955,1,2,Word
43,0,0,2,0.944,1,2,Word
43,0,0,3,1.183,1,1,Word
43,1,1,2,1.442,1,5,Word
43,1,1,3,1.007,1,6,Word
43,1,0,1,2.998,0,3,Word
43,1,0,2,1.433,0,2,Word
43,0,0,2,1.127,1,2,Word
43,0,0,2,2.147,1,2,Word
43,1,1,3,1.365,1,6,Word
43,1,1,2,9.728,1,5,Word
43,0,0,1,1.522,1,3,Word
43,1,1,3,1.775,1,6,Word
43,0,0,2,1.245,1,2,Word
43,0,0,3,1.503,1,1,Word
43,0,0,2,1.019,1,2,Word
43,0,0,2,0.881,1,2,Word
43,1,0,2,2.002,0,2,Word
43,1,0,2,0.79,0,2,Word
43,1,1,2,4.206,1,5,Word
43,0,0,3,1.25,1,1,Word
43,0,0,2,0.68,1,2,Word
43,0,0,2,0.968,1,2,Word
43,0,0,2,0.912,1,2,Word
44,1,0,3,3.231,0,1,Word
44,0,0,2,2.664,1,2,Word
44,0,0,3,2.428,1,1,Word
44,1,1,3,2.899,1,6,Word
44,0,0,1,3.603,1,3,Word
44,0,0,2,3.22,1,2,Word
44,0,0,3,1.703,1,1,Word
44,0,0,1,3.017,1,3,Word
44,0,1,2,2.792,0,5,Word
44,0,0,2,3.237,1,2,Word
44,0,0,2,3.036,1,2,Word
44,1,1,3,2.188,1,6,Word
44,0,0,2,2.326,1,2,Word
44,1,1,3,2.607,1,6,Word
44,0,1,2,2.927,0,5,Word
44,0,0,2,2.126,1,2,Word
44,0,0,1,3.431,1,3,Word
44,1,0,2,2.113,0,2,Word
44,0,0,1,4.575,1,3,Word
44,1,1,2,3.208,1,5,Word
44,0,0,3,1.619,1,1,Word
44,0,1,1,5.011,0,4,Word
44,1,1,1,3.673,1,4,Word
44,0,0,2,2.292,1,2,Word
44,0,1,1,3.624,0,4,Word
44,1,1,3,3.03,1,6,Word
44,1,1,1,4.215,1,4,Word
44,1,1,3,1.807,1,6,Word
44,1,1,2,3.074,1,5,Word
44,0,1,2,2.364,0,5,Word
44,0,1,2,3.351,0,5,Word
44,0,0,2,2.532,1,2,Word
44,0,0,2,2.283,1,2,Word
44,1,1,3,1.885,1,6,Word
44,0,1,1,2.768,0,4,Word
44,0,1,1,3.417,0,4,Word
44,0,0,1,3.193,1,3,Word
44,1,1,3,1.667,1,6,Word
44,1,1,1,2.936,1,4,Word
44,0,1,2,2.769,0,5,Word
44,1,1,3,1.277,1,6,Word
44,0,1,3,1.659,0,6,Word
44,0,1,1,3.3,0,4,Word
44,0,0,1,4.617,1,3,Word
44,1,1,2,2.7,1,5,Word
44,0,1,1,1.902,0,4,Word
44,1,1,3,1.455,1,6,Word
44,1,1,1,3.606,1,4,Word
44,1,1,3,1.22,1,6,Word
44,1,1,3,0.894,1,6,Word
44,1,1,1,3.427,1,4,Word
44,1,1,3,1.64,1,6,Word
44,1,1,3,3.154,1,6,Word
44,0,1,1,3.554,0,4,Word
44,1,1,2,1.926,1,5,Word
44,0,1,1,3.602,0,4,Word
44,0,0,2,2.53,1,2,Word
44,0,0,1,3.322,1,3,Word
44,1,1,3,2.234,1,6,Word
44,1,1,1,3.941,1,4,Word
44,0,0,1,4.622,1,3,Word
44,1,1,3,1.652,1,6,Word
44,1,0,2,4.289,0,2,Word
44,0,0,1,5.187,1,3,Word
44,0,1,1,3.027,0,4,Word
44,0,0,1,2.745,1,3,Word
44,1,1,2,2.698,1,5,Word
44,0,1,1,3.126,0,4,Word
44,1,1,3,1.741,1,6,Word
44,0,0,2,2.715,1,2,Word
44,0,1,1,3.043,0,4,Word
44,1,1,3,2.343,1,6,Word
44,1,1,3,2.206,1,6,Word
44,1,1,1,2.149,1,4,Word
44,0,0,2,3.036,1,2,Word
44,1,1,2,2.613,1,5,Word
44,1,1,2,1.859,1,5,Word
44,1,0,1,2.941,0,3,Word
44,1,1,3,1.582,1,6,Word
44,0,1,3,1.742,0,6,Word
44,1,1,1,2.719,1,4,Word
44,1,0,2,2.772,0,2,Word
44,1,1,3,1.514,1,6,Word
44,1,1,3,1.833,1,6,Word
44,1,1,3,2.892,1,6,Word
44,1,1,3,2.664,1,6,Word
44,0,1,1,4.327,0,4,Word
44,0,0,2,2.499,1,2,Word
44,1,1,2,1.741,1,5,Word
44,0,0,2,4.339,1,2,Word
44,1,1,2,2.666,1,5,Word
44,0,1,2,2.446,0,5,Word
44,1,1,3,1.255,1,6,Word
44,1,0,1,5.17,0,3,Word
44,1,1,2,3.827,1,5,Word
44,0,1,1,1.832,0,4,Word
45,1,1,3,2.611,1,6,Word
45,0,0,2,5.849,1,2,Word
45,0,0,3,3.905,1,1,Word
45,0,0,3,1.788,1,1,Word
45,0,0,1,2.506,1,3,Word
45,0,0,1,2.933,1,3,Word
45,0,0,1,1.896,1,3,Word
45,1,1,1,1.895,1,4,Word
45,0,1,2,3.046,0,5,Word
45,1,1,3,1.361,1,6,Word
45,1,1,2,6.301,1,5,Word
45,1,1,3,1.491,1,6,Word
45,1,1,3,0.777,1,6,Word
45,0,1,1,3.092,0,4,Word
45,0,0,2,1.589,1,2,Word
45,1,0,2,2.312,0,2,Word
45,0,0,2,1.561,1,2,Word
45,1,0,2,2.97,0,2,Word
45,0,0,3,4.016,1,1,Word
45,1,1,3,1.756,1,6,Word
45,1,0,1,3.859,0,3,Word
45,1,1,3,3.051,1,6,Word
45,0,0,2,2.703,1,2,Word
45,0,1,2,2.437,0,5,Word
45,0,1,1,3.503,0,4,Word
45,1,1,3,1.689,1,6,Word
45,0,1,2,3.287,0,5,Word
